product_id,category,candidate_rank,match_tier,confidence,score,candidate_norm_key,candidate_alnum_key,candidate_path,candidate_source,candidate_group,candidate_ext
70TGN,lockets,4,fuzzy,low,48,10TGA,10TGA,accessories_php/images/Crosses_and_Lockets/10TGA.png,images,crosses_lockets,png
7NTT,lockets,1,fuzzy,low,40,7ND,7ND,accessories_php/images/Crosses_and_Lockets/7ND.png,images,crosses_lockets,png
7NTT,lockets,2,fuzzy,low,40,7NH,7NH,accessories_php/images/Crosses_and_Lockets/7NH.png,images,crosses_lockets,png
8RA,lockets,1,fuzzy,low,27,8ND,8ND,accessories_php/images/Crosses_and_Lockets/8ND.png,images,crosses_lockets,png
8RA,lockets,2,fuzzy,low,27,8NB,8NB,accessories_php/images/Crosses_and_Lockets/8NB.png,images,crosses_lockets,png
8RA,lockets,3,fuzzy,low,27,8NH,8NH,accessories_php/images/Crosses_and_Lockets/8NH.png,images,crosses_lockets,png
8TG,lockets,1,fuzzy,low,40,L7TG,L7TG,accessories_php/images/Crosses_and_Lockets/L7TG.png,images,crosses_lockets,png
8TG,lockets,2,fuzzy,low,40,M3TG,M3TG,accessories_php/images/Crosses_and_Lockets/M3TG.png,images,crosses_lockets,png
8TG,lockets,3,fuzzy,low,40,21TG,21TG,accessories_php/images/Crosses_and_Lockets/21TG.png,images,crosses_lockets,png
8TG,lockets,4,fuzzy,low,27,8ND,8ND,accessories_php/images/Crosses_and_Lockets/8ND.png,images,crosses_lockets,png
8TG,lockets,5,fuzzy,low,27,8NB,8NB,accessories_php/images/Crosses_and_Lockets/8NB.png,images,crosses_lockets,png
8TGE,lockets,1,fuzzy,low,48,70TGE,70TGE,accessories_php/images/Crosses_and_Lockets/70TGE.png,images,crosses_lockets,png
9BG,lockets,1,fuzzy,low,27,97E,97E,accessories_php/images/Crosses_and_Lockets/97E.png,images,crosses_lockets,png
9BG,lockets,2,fuzzy,low,27,98,98,accessories_php/images/Crosses_and_Lockets/98.png,images,crosses_lockets,png
9TGA,lockets,1,fuzzy,medium,64,29TGA,29TGA,accessories_php/images/Crosses_and_Lockets/29TGA.png,images,crosses_lockets,png
9TGA,lockets,2,fuzzy,low,48,30TGA,30TGA,accessories_php/images/Crosses_and_Lockets/30TGA.png,images,crosses_lockets,png
9TGA,lockets,3,fuzzy,low,48,21TGA,21TGA,accessories_php/images/Crosses_and_Lockets/21TGA.png,images,crosses_lockets,png
9TGA,lockets,4,fuzzy,low,48,L7TGA,L7TGA,accessories_php/images/Crosses_and_Lockets/L7TGA.png,images,crosses_lockets,png
9TGA,lockets,5,fuzzy,low,48,10TGA,10TGA,accessories_php/images/Crosses_and_Lockets/10TGA.png,images,crosses_lockets,png
9TGB,lockets,1,fuzzy,low,48,29TGA,29TGA,accessories_php/images/Crosses_and_Lockets/29TGA.png,images,crosses_lockets,png
B70GA,lockets,1,fuzzy,low,48,L7TGA,L7TGA,accessories_php/images/Crosses_and_Lockets/L7TGA.png,images,crosses_lockets,png
B70GB,lockets,1,fuzzy,low,48,70NB,70NB,accessories_php/images/Crosses_and_Lockets/70NB.png,images,crosses_lockets,png
B7GA,lockets,1,fuzzy,low,48,L7TGA,L7TGA,accessories_php/images/Crosses_and_Lockets/L7TGA.png,images,crosses_lockets,png
L3GA,lockets,1,fuzzy,low,48,L7TGA,L7TGA,accessories_php/images/Crosses_and_Lockets/L7TGA.png,images,crosses_lockets,png
L3GB,lockets,1,fuzzy,low,40,3NB,3NB,accessories_php/images/Crosses_and_Lockets/3NB.png,images,crosses_lockets,png
L70G,lockets,1,fuzzy,medium,60,L7TG,L7TG,accessories_php/images/Crosses_and_Lockets/L7TG.png,images,crosses_lockets,png
L70G,lockets,2,fuzzy,low,48,L7TGA,L7TGA,accessories_php/images/Crosses_and_Lockets/L7TGA.png,images,crosses_lockets,png
L70G,lockets,3,fuzzy,low,48,L7TGD,L7TGD,accessories_php/images/Crosses_and_Lockets/L7TGD.png,images,crosses_lockets,png
L7TFG,lockets,1,fuzzy,medium,64,L7TG,L7TG,accessories_php/images/Crosses_and_Lockets/L7TG.png,images,crosses_lockets,png
L7TFG,lockets,2,fuzzy,low,48,L7TGA,L7TGA,accessories_php/images/Crosses_and_Lockets/L7TGA.png,images,crosses_lockets,png
L7TFG,lockets,3,fuzzy,low,48,L7TGD,L7TGD,accessories_php/images/Crosses_and_Lockets/L7TGD.png,images,crosses_lockets,png
M2TG,lockets,1,fuzzy,medium,60,M3TG,M3TG,accessories_php/images/Crosses_and_Lockets/M3TG.png,images,crosses_lockets,png
M2TG,lockets,2,fuzzy,low,48,L26TG,L26TG,accessories_php/images/Crosses_and_Lockets/L26TG.png,images,crosses_lockets,png
M2TG,lockets,3,fuzzy,low,40,L7TG,L7TG,accessories_php/images/Crosses_and_Lockets/L7TG.png,images,crosses_lockets,png
M2TG,lockets,4,fuzzy,low,40,21TG,21TG,accessories_php/images/Crosses_and_Lockets/21TG.png,images,crosses_lockets,png
M2TGD,lockets,1,fuzzy,low,48,70TGD,70TGD,accessories_php/images/Crosses_and_Lockets/70TGD.png,images,crosses_lockets,png
M2TGD,lockets,2,fuzzy,low,48,M3TG,M3TG,accessories_php/images/Crosses_and_Lockets/M3TG.png,images,crosses_lockets,png
M2TGD,lockets,3,fuzzy,low,48,L7TGD,L7TGD,accessories_php/images/Crosses_and_Lockets/L7TGD.png,images,crosses_lockets,png
BR6,bracelets,1,fuzzy,low,27,L26,L26,accessories_php/images/Crosses_and_Lockets/L26.png,images,crosses_lockets,png
CB209,bracelets,1,fuzzy,low,32,20,20,accessories_php/images/Crosses_and_Lockets/20.png,images,crosses_lockets,png
CB210,bracelets,1,fuzzy,low,32,21,21,accessories_php/images/Crosses_and_Lockets/21.png,images,crosses_lockets,png
CB212,bracelets,1,fuzzy,low,32,21,21,accessories_php/images/Crosses_and_Lockets/21.png,images,crosses_lockets,png
CB214,bracelets,1,fuzzy,low,48,CH14,CH14,accessories_php/images/Pendant_earrings/CH14.png,images,pendant_earrings,png
CB214,bracelets,2,fuzzy,low,32,21,21,accessories_php/images/Crosses_and_Lockets/21.png,images,crosses_lockets,png
CB215,bracelets,1,fuzzy,low,32,21,21,accessories_php/images/Crosses_and_Lockets/21.png,images,crosses_lockets,png
15M,medical,1,fuzzy,low,27,5B,5B,accessories_php/images/Idents/5B.png,images,idents,png
15M,medical,2,fuzzy,low,27,1BE,1BE,accessories_php/images/Idents/1BE.png,images,idents,png
1BEMC,medical,1,fuzzy,low,48,1BE,1BE,accessories_php/images/Idents/1BE.png,images,idents,png
1BEMC-10K,medical,1,fuzzy,low,30,1BE,1BE,accessories_php/images/Idents/1BE.png,images,idents,png
1BM,medical,1,fuzzy,medium,53,1BE,1BE,accessories_php/images/Idents/1BE.png,images,idents,png
1BM,medical,2,fuzzy,low,27,5B,5B,accessories_php/images/Idents/5B.png,images,idents,png
1BM,medical,3,fuzzy,low,27,IBH,IBH,accessories_php/images/Idents/IBH.png,images,idents,png
1BM,medical,4,fuzzy,low,27,4BE,4BE,accessories_php/images/Idents/4BE.png,images,idents,png
4BEMC,medical,1,fuzzy,low,48,4BE,4BE,accessories_php/images/Idents/4BE.png,images,idents,png
4BMC,medical,1,fuzzy,low,40,4BE,4BE,accessories_php/images/Idents/4BE.png,images,idents,png
DT98SM,medical,1,fuzzy,low,27,98,98,accessories_php/images/Crosses_and_Lockets/98.png,images,crosses_lockets,png
DT98SM10K,medical,1,fuzzy,low,18,98,98,accessories_php/images/Crosses_and_Lockets/98.png,images,crosses_lockets,png
P120,medical,1,fuzzy,low,40,20,20,accessories_php/images/Crosses_and_Lockets/20.png,images,crosses_lockets,png
P120-10K,medical,1,fuzzy,low,23,20,20,accessories_php/images/Crosses_and_Lockets/20.png,images,crosses_lockets,png
P120M,medical,1,fuzzy,low,32,20,20,accessories_php/images/Crosses_and_Lockets/20.png,images,crosses_lockets,png
P21BM,medical,1,fuzzy,low,32,21,21,accessories_php/images/Crosses_and_Lockets/21.png,images,crosses_lockets,png
P21BM-10K,medical,1,fuzzy,low,20,21,21,accessories_php/images/Crosses_and_Lockets/21.png,images,crosses_lockets,png
CH72,pendants,1,fuzzy,low,40,PH7,PH7,accessories_php/images/Pendant_earrings/PH7.png,images,pendant_earrings,png
CH72,pendants,2,fuzzy,low,40,CH14,CH14,accessories_php/images/Pendant_earrings/CH14.png,images,pendant_earrings,png
CH73,pendants,1,fuzzy,low,40,PH7,PH7,accessories_php/images/Pendant_earrings/PH7.png,images,pendant_earrings,png
CH73,pendants,2,fuzzy,low,40,CH14,CH14,accessories_php/images/Pendant_earrings/CH14.png,images,pendant_earrings,png
EB7,pendants,1,fuzzy,low,27,PH7,PH7,accessories_php/images/Pendant_earrings/PH7.png,images,pendant_earrings,png
EH2,pendants,1,fuzzy,low,27,PH7,PH7,accessories_php/images/Pendant_earrings/PH7.png,images,pendant_earrings,png
EH3,pendants,1,fuzzy,low,27,PH7,PH7,accessories_php/images/Pendant_earrings/PH7.png,images,pendant_earrings,png
EH4,pendants,1,fuzzy,low,40,CH14,CH14,accessories_php/images/Pendant_earrings/CH14.png,images,pendant_earrings,png
EH4,pendants,2,fuzzy,low,27,PH7,PH7,accessories_php/images/Pendant_earrings/PH7.png,images,pendant_earrings,png
EH6,pendants,1,fuzzy,low,27,PH7,PH7,accessories_php/images/Pendant_earrings/PH7.png,images,pendant_earrings,png
EH7,pendants,1,fuzzy,medium,53,PH7,PH7,accessories_php/images/Pendant_earrings/PH7.png,images,pendant_earrings,png
P31,pendants,1,fuzzy,low,27,PH7,PH7,accessories_php/images/Pendant_earrings/PH7.png,images,pendant_earrings,png
P32,pendants,1,fuzzy,low,27,PH7,PH7,accessories_php/images/Pendant_earrings/PH7.png,images,pendant_earrings,png
P33,pendants,1,fuzzy,low,27,PH7,PH7,accessories_php/images/Pendant_earrings/PH7.png,images,pendant_earrings,png
P34,pendants,1,fuzzy,low,27,PH7,PH7,accessories_php/images/Pendant_earrings/PH7.png,images,pendant_earrings,png
P37,pendants,1,fuzzy,medium,53,PH7,PH7,accessories_php/images/Pendant_earrings/PH7.png,images,pendant_earrings,png
P41,pendants,1,fuzzy,low,27,PH7,PH7,accessories_php/images/Pendant_earrings/PH7.png,images,pendant_earrings,png
P43,pendants,1,fuzzy,low,27,PH7,PH7,accessories_php/images/Pendant_earrings/PH7.png,images,pendant_earrings,png
PB7,pendants,1,fuzzy,medium,53,PH7,PH7,accessories_php/images/Pendant_earrings/PH7.png,images,pendant_earrings,png
PD27,pendants,1,fuzzy,low,40,PH7,PH7,accessories_php/images/Pendant_earrings/PH7.png,images,pendant_earrings,png
PGA,pendants,1,fuzzy,low,27,PH7,PH7,accessories_php/images/Pendant_earrings/PH7.png,images,pendant_earrings,png
PH2,pendants,1,fuzzy,medium,53,PH7,PH7,accessories_php/images/Pendant_earrings/PH7.png,images,pendant_earrings,png
PH3,pendants,1,fuzzy,medium,53,PH7,PH7,accessories_php/images/Pendant_earrings/PH7.png,images,pendant_earrings,png
PH4,pendants,1,fuzzy,medium,53,PH7,PH7,accessories_php/images/Pendant_earrings/PH7.png,images,pendant_earrings,png
PH4,pendants,2,fuzzy,low,40,CH14,CH14,accessories_php/images/Pendant_earrings/CH14.png,images,pendant_earrings,png
PH6,pendants,1,fuzzy,medium,53,PH7,PH7,accessories_php/images/Pendant_earrings/PH7.png,images,pendant_earrings,png
PM79,pendants,1,fuzzy,low,40,PH7,PH7,accessories_php/images/Pendant_earrings/PH7.png,images,pendant_earrings,png
