102/STER       |CROSS   BOXED           |   29.75|   18.21|   2.30|   5.76|STE|R |  0.000|    0.00|  2.430|  10.15|   0.00|   0.00|   0.00|    1 |      |      |    1 |      |    1 |      |      |      |      |      |      |50|  0.00|                              |                        |N80|8|  0.000|   29.75|20260305|00000000
102/STERB      |CROSS   ONLY            |   27.25|   16.71|   0.97|   5.59|STE|R |  0.000|    0.00|  2.430|  10.15|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|                              |                        |N80|8|  0.000|   27.25|20260305|00000000
1020F-30/10K   |30CM. CHAIN             |   27.50|   16.94|  15.48|   1.46|10K|  |  0.000|    0.00|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|.86GMS                        |18.00/GM APR 09         |N01|8|  0.000|   27.50|20260305|00000000
1020F-40/10K   |40CM. CHAIN             |   40.00|   24.61|  23.00|   1.61|10K|  |  0.000|    0.00|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|1.14 GMA                      |18.00/GM APR 09         |N01|8|  0.000|   40.00|20260305|00000000
1020F-45/10K   |45CM. CHAIN             |   45.00|   27.66|  25.85|   1.81|10K|  |  0.000|    0.00|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |    1 |      |      |50|  0.00|1.29GMS                       |18.00/GM APR/09         |N01|8|  0.000|   45.00|20260305|00000000
1020F-50/10K   |10K 50CM. CHAIN         |   50.25|   30.89|  28.76|   2.13|10K|  |  0.000|    0.00|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|JULY 09 CHAIN@18.00/MG        |                        |N01|8|  0.000|   50.25|20260305|00000000
102A/GF        |CROSS   BOXED           |   29.75|   18.21|   2.30|   5.76|GF |  |  0.000|    0.00|  2.430|  10.15|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MAT-CROSS LP,PLAT,ENGR,BOX.   |                        |N90|8|  0.000|   29.75|20260305|00000000
102A/GFB       |CROSS   ONLY            |   27.25|   16.71|   0.97|   5.59|GF |  |  0.000|    0.00|  2.430|  10.15|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MAT-CROSS LP,PLAT,ENGR.       |                        |N90|8|  0.000|   27.25|20260305|00000000
102A/STER      |CROSS   BOXED           |   29.75|   18.21|   2.30|   5.76|STE|R |  0.000|    0.00|  2.430|  10.15|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MAT-CROSS LP,PLAT,ENGR,BOX.   |                        |N80|8|  0.000|   29.75|20260305|00000000
102A/STERB     |CROSS   ONLY            |   27.25|   16.71|   0.97|   5.59|STE|R |  0.000|    0.00|  2.430|  10.15|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MAT-CROSS LP,PLAT,ENGR.       |                        |N80|8|  0.000|   27.25|20260305|00000000
102C/GF        |CROSS   BOXED           |   29.75|   18.21|   2.30|   5.76|GF |  |  0.000|    0.00|  2.430|  10.15|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MAT-CROSS LP,PLAT,ENGR,BOX.   |                        |N90|8|  0.000|   29.75|20260305|00000000
102C/GFB       |CROSS   ONLY            |   27.25|   16.71|   0.97|   5.59|GF |  |  0.000|    0.00|  2.430|  10.15|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MAT-CROSS LP,PLAT,ENGR.       |                        |N90|8|  0.000|   27.25|20260305|00000000
102C/STER      |CROSS   BOXED           |   29.75|   18.21|   2.30|   5.76|STE|R |  0.000|    0.00|  2.430|  10.15|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|                              |                        |N80|8|  0.000|   29.75|20260305|00000000
102C/STERB     |CROSS   ONLY            |   27.25|   16.71|   0.97|   5.59|STE|R |  0.000|    0.00|  2.430|  10.15|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MAT-CROSS LP,PLAT,ENGR.       |                        |N80|8|  0.000|   27.25|20260305|00000000
102D/10K       |CROSS   BOXED (1X02)    |  277.50|  171.18|   1.33|  10.13|10K|  |  1.500|  135.72|  0.000|   0.00|  21.00|   0.00|   3.00|      |      |      |      |      |      |      |      |      |      |    1 |      |50|  0.00|MAT-CROSS LP,PLAT,ENGR,BOX.   |                        |N70|8|  0.000|  277.50|20260305|00000000
102D/10KB      |CROSS   ONLY (1X02)     |  275.00|  169.65|   0.00|   9.93|10K|  |  1.500|  135.72|  0.000|   0.00|  21.00|   0.00|   3.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MAT-CROSS LP,PLAT,ENGR.       |                        |N70|8|  0.000|  275.00|20260305|00000000
102E/10K       |CROSS    BOXED          |  238.50|  147.18|   4.26|   7.20|10K|  |  1.500|  135.72|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|                              |                        |N70|8|  0.000|  238.50|20260305|00000000
102E/10KB      |CROSS    ONLY           |  236.00|  145.65|   2.93|   7.00|10K|  |  1.500|  135.72|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|                              |                        |N70|8|  0.000|  236.00|20260305|00000000
102ED/10K      |CROSS    BOXED          |  255.50|  157.68|   4.26|   7.20|10K|  |  1.500|  135.72|  0.000|   0.00|   8.00|   0.00|   2.50|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|                              |                        |N70|8|  0.000|  255.50|20260305|00000000
