14F-45/14K     |14K 45CM CHAIN          |  504.50|  311.41|  12.00|   3.00|14K|  |  2.340|  296.41|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |                        |N10|8|  0.000|  504.50|20260305|00000000
14LL/10K       |10K IDENT & 13R BOXED   |  495.50|  305.72|  34.12|  10.12|10K|  |  2.890|  261.48|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |                        |I01|8|  0.000|  495.50|20260305|00000000
14LL/10KB      |10K IDENT & 13R BULK    |  492.00|  303.67|  32.37|   9.82|10K|  |  2.890|  261.48|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |                        |I01|8|  0.000|  492.00|20260305|00000000
14LL/GF        |IDENT & 3407 CHAIN,BOXED|   68.00|   41.83|  11.93|  13.65|GF |  |  0.000|    0.00|  3.890|  16.25|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |                        |I30|8|  0.000|   68.00|20260305|00000000
14LL/GFB       |IDENT & 3407 CHAIN,BULK |   63.00|   38.88|   8.98|  13.65|GF |  |  0.000|    0.00|  3.890|  16.25|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |                        |I30|8|  0.000|   63.00|20260305|00000000
14LL/STER      |IDENT & 3407 CHAIN,BOXED|   73.50|   45.33|  15.43|  13.65|STE|R |  0.000|    0.00|  3.890|  16.25|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |                        |I20|8|  0.000|   73.50|20260305|00000000
14LL/STERB     |IDENT & 3407 CHAIN, BULK|   63.00|   38.88|   8.98|  13.65|STE|R |  0.000|    0.00|  3.890|  16.25|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |                        |I20|8|  0.000|   63.00|20260305|00000000
14M-18F/10K    |MEDIC IDENT & 18F BOXED |  681.25|  420.43|  33.04|  14.62|10K|  |  4.120|  372.77|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|JULY 09 CHAIN@18.00/GM        |                        |I40|8|  0.000|  681.25|20260305|00000000
14M-18F/10KB   |MEDIC IDENT & 18F BULK  |  676.25|  417.38|  30.29|  14.32|10K|  |  4.120|  372.77|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|JULY 09 CHAIN@ 18.00 /GM      |                        |I40|8|  0.000|  676.25|20260305|00000000
14M-20F/10K    |MEDIC IDENT & 20F BOXED |  701.50|  432.91|  45.52|  14.62|10K|  |  4.120|  372.77|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |                        |I40|8|  0.000|  701.50|20260305|00000000
14M-20F/10KB   |MEDIC IDENT & 20F BULK  |  696.75|  429.96|  42.57|  14.62|10K|  |  4.120|  372.77|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |                        |I40|8|  0.000|  696.75|20260305|00000000
14M/10K        |IDENT ONLY (MEDIC)      |  497.25|  306.90|   0.00|   8.32|10K|  |  3.300|  298.58|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|WT WITH FLAPS IS 3.3          |                        |I40|8|  0.000|  497.25|20260305|00000000
14M/GF         |IDENT ONLY (MEDIC)      |   35.00|   21.52|   0.58|   7.90|GF |  |  0.000|    0.00|  3.120|  13.04|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|                              |                        |I30|8|  0.000|   35.00|20260305|00000000
14M/STER       |IDENT ONLY (MEDIC)      |   35.00|   21.52|   0.58|   7.90|STE|R |  0.000|    0.00|  3.120|  13.04|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|                              |                        |I20|8|  0.000|   35.00|20260305|00000000
14MLL/10K      |MEDIC IDENT & 13R BOXED |  552.00|  340.69|  34.12|  13.42|10K|  |  3.240|  293.15|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |                        |I40|8|  0.000|  552.00|20260305|00000000
14MLL/10KB     |MEDIC IDENT & 13R BULK  |  548.75|  338.64|  32.37|  13.12|10K|  |  3.240|  293.15|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |                        |I40|8|  0.000|  548.75|20260305|00000000
14MLL/GF       |MEDIC IDENT 3407C,BOX   |   74.75|   46.02|  11.93|  16.88|GF |  |  0.000|    0.00|  4.120|  17.21|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |EXTRA WEIGHT & LABOUR   |I30|8|  0.000|   74.75|20260305|00000000
14MLL/GFB      |MEDIC IDENT - 3407C,BULK|   70.00|   43.07|   8.98|  16.88|GF |  |  0.000|    0.00|  4.120|  17.21|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |EXTRA WEIGHT & LABOUR   |I30|8|  0.000|   70.00|20260305|00000000
14MLL/STER     |MEDIC IDENT - 3407C BOX |   80.25|   49.52|  15.43|  16.88|STE|R |  0.000|    0.00|  4.120|  17.21|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |EXTRA WEIGHT & LABOUR.  |I20|8|  0.000|   80.25|20260305|00000000
14MLL/STERB    |MEDIC IDENT - 3407C BULK|   70.00|   43.07|   8.98|  16.88|STE|R |  0.000|    0.00|  4.120|  17.21|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |                        |I20|8|  0.000|   70.00|20260305|00000000
14NS/10K       |10K SIGNET              |  259.25|  159.90|   0.00|   8.80|10K|  |  1.670|  151.10|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|                              |                        |Q01|1|  0.000|  259.25|20260305|00000000
14TGA/10K      |BOOK LOCKET   BOXED     |  897.50|  536.12|   7.14|  13.25|10K|  |  5.700|  515.73|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |55|  0.00|FEB 01                        |                        |N40|6|  0.000|  897.50|20260305|00000000
14TGA/10KB     |BOOK LOCKET   BULK      |  894.75|  534.48|   5.75|  13.00|10K|  |  5.700|  515.73|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |55|  0.00|FEB 01                        |                        |N40|6|  0.000|  894.75|20260305|00000000
14TGA/14K      |BOOK LOCKET   BOXED     | 1402.00|  837.41|   7.14|  14.50|14K|  |  6.440|  815.77|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |55|  0.00|FEB 01                        |                        |N45|6|  0.000| 1402.00|20260305|00000000
14TGA/14KB     |BOOK LOCKET   BULK      | 1399.25|  835.77|   5.75|  14.25|14K|  |  6.440|  815.77|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |55|  0.00|FEB 01                        |                        |N45|6|  0.000| 1399.25|20260305|00000000
14TGA/18K      |BOOK LOCKET   BOXED     | 2088.50| 1247.61|   7.14|  15.75|18K|  |  7.520| 1224.72|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |55|  0.00|FEB 01                        |                        |N48|6|  0.000| 2088.50|20260305|00000000
14TGA/18KB     |BOOK LOCKET   BULK      | 2085.75| 1245.97|   5.75|  15.50|18K|  |  7.520| 1224.72|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |55|  0.00|FEB 01                        |                        |N48|6|  0.000| 2085.75|20260305|00000000
14TGB/10K      |BOOK LOCKET   BOXED     |  897.50|  536.12|   7.14|  13.25|10K|  |  5.700|  515.73|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |55|  0.00|FEB 01                        |                        |N40|6|  0.000|  897.50|20260305|00000000
14TGB/10KB     |BOOK LOCKET   BULK      |  894.75|  534.48|   5.75|  13.00|10K|  |  5.700|  515.73|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |55|  0.00|FEB 01                        |                        |N40|6|  0.000|  894.75|20260305|00000000
14TGB/14K      |BOOK LOCKET   BOXED     | 1402.00|  837.41|   7.14|  14.50|14K|  |  6.440|  815.77|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |55|  0.00|FEB 01                        |                        |N45|6|  0.000| 1402.00|20260305|00000000
14TGB/14KB     |BOOK LOCKET   BULK      | 1399.25|  835.77|   5.75|  14.25|14K|  |  6.440|  815.77|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |55|  0.00|FEB 01                        |                        |N45|6|  0.000| 1399.25|20260305|00000000
14TGB/18K      |BOOK LOCKET   BOXED     | 2088.50| 1247.61|   7.14|  15.75|18K|  |  7.520| 1224.72|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |55|  0.00|FEB-01                        |                        |N48|6|  0.000| 2088.50|20260305|00000000
14TGB/18KB     |BOOK LOCKET   BULK      | 2085.75| 1245.97|   5.75|  15.50|18K|  |  7.520| 1224.72|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |55|  0.00|FEB.01                        |                        |N48|6|  0.000| 2085.75|20260305|00000000
14WD/10K       |10K 1X.015 SET RING     |  280.75|  173.20|   0.00|  14.10|10K|  |  1.670|  151.10|  0.000|   0.00|   5.50|   0.00|   2.50|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|                              |                        |Q01|1|  0.000|  280.75|20260305|00000000
14WS/10K       |10K SYN SET SIGNET      |  270.75|  167.10|   0.00|  14.10|10K|  |  1.670|  151.10|  0.000|   0.00|   0.45|   0.00|   1.45|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|STER=$60.00 2021+             |                        |Q01|1|  0.000|  270.75|20260305|00000000
15-20F/10K     |GENTS IDENT-20F BOXED   |  746.50|  460.78|  95.70|  13.12|10K|  |  3.890|  351.96|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |GENTS LENGTH            |I01|8|  0.000|  746.50|20260305|00000000
15-20F/10KB    |GENTS IDENT-20F BULK    |  741.75|  457.83|  92.75|  13.12|10K|  |  3.890|  351.96|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |GENTS LENGTH            |I01|8|  0.000|  741.75|20260305|00000000
15-32F/10K     |IDENT & 32F CHAIN,BOXED |  753.75|  465.19| 100.51|  12.72|10K|  |  3.890|  351.96|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |                        |I01|8|  0.000|  753.75|20260305|00000000
15-32F/10KB    |IDENT & 32F CHAIN,BULK  |  748.75|  462.09|  97.41|  12.72|10K|  |  3.890|  351.96|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |                        |I01|8|  0.000|  748.75|20260305|00000000
15-BR05/10K    |IDENT & BR05 CHAIN,BOXED| 2123.25| 1310.61|  20.95|  17.52|10K|  | 14.060| 1272.14|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |                        |I01|8|  0.000| 2123.25|20260305|00000000
15-BR05/10KB   |IDENT & BR05 CHAIN BULK | 2118.50| 1307.66|  18.00|  17.52|10K|  | 14.060| 1272.14|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |                        |I01|8|  0.000| 2118.50|20260305|00000000
15-F60/10K     |10K IDENT BOXED         |  694.00|  428.32|  63.64|  12.72|10K|  |  3.890|  351.96|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |                        |I01|8|  0.000|  694.00|20260305|00000000
15-F60/10KB    |10K IDENT BULK          |  689.00|  425.22|  60.54|  12.72|10K|  |  3.890|  351.96|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |                        |I01|8|  0.000|  689.00|20260305|00000000
15-G80/10K     |IDENT & G80 CHAIN,BOXED |  664.25|  409.99|  46.71|  11.32|10K|  |  3.890|  351.96|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|JULY 09 CHAIN@ 18.00/GM       |                        |I01|8|  0.000|  664.25|20260305|00000000
15-G80/10KB    |IDENT & G80 CHAIN,BULK  |  659.25|  406.94|  43.96|  11.02|10K|  |  3.890|  351.96|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|JULY 09 CHAIN@18.00/GM        |                        |I01|8|  0.000|  659.25|20260305|00000000
1502/10K       |10K SYN. SET RING       |  392.50|  242.28|   0.00|   8.80|10K|  |  2.470|  223.48|  0.000|   0.00|   7.50|   0.00|   2.50|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|10X8HEART                     |                        |S01|3|  0.000|  392.50|20260305|00000000
1505/10K       |10K SYN. SET RING       | 1283.50|  792.19|   0.00|  14.80|10K|  |  8.430|  762.74|  0.000|   0.00|   7.15|   0.00|   7.50|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|STONE=12X10 OVAL CAB          |                        |S50|3|  0.000| 1283.50|20260305|00000000
1505C/10K      |10K CLOSED BACK SYN.RING| 1696.00| 1046.82|   0.00|  18.80|10K|  | 11.200| 1013.37|  0.000|   0.00|   7.15|   0.00|   7.50|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|                              |                        |S50|3|  0.000| 1696.00|20260305|00000000
150L/10K       |10K 3X02 WEDD           |  649.25|  400.71|   0.00|  13.25|10K|  |  3.890|  351.96|  0.000|   0.00|  24.00|   4.00|   7.50|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MAT.COST - FACETTING          |PLAIN BAND # 400R       |W60|2|  0.000|  649.25|20260305|00000000
150L/STER      |STER 3X02 WEDD          |  101.75|   62.73|   0.00|  13.25|STE|  |  0.000|    0.00|  3.345|  13.98|  24.00|   4.00|   7.50|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MAT.COST - FACETTING          |PLAIN BAND # 400R       |W60|2|  0.000|  101.75|20260305|00000000
150M/10K       |10K 3X02 WEDD           |  763.50|  471.29|   0.00|  13.25|10K|  |  4.670|  422.54|  0.000|   0.00|  24.00|   4.00|   7.50|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MAT.COST - FACETTING          |PLAIN BAND # 400R       |W60|2|  0.000|  763.50|20260305|00000000
150M/STER      |STER 3X02 WEDD          |  106.25|   65.53|   0.00|  13.25|STE|  |  0.000|    0.00|  4.016|  16.78|  24.00|   4.00|   7.50|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MAT.COST - FACETTING          |PLAIN BAND # 400R       |W60|2|  0.000|  106.25|20260305|00000000
152L/10K       |10K 3X02 WEDD           |  649.25|  400.71|   0.00|  13.25|10K|  |  3.890|  351.96|  0.000|   0.00|  24.00|   4.00|   7.50|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MAT.COST - FACETTING          |PLAIN BAND # 400R       |W60|2|  0.000|  649.25|20260305|00000000
152L/STER      |STER 3X02 WEDD          |  101.75|   62.73|   0.00|  13.25|STE|  |  0.000|    0.00|  3.345|  13.98|  24.00|   4.00|   7.50|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MAT.COST - FACETTING          |PLAIN BAND # 400R       |W60|2|  0.000|  101.75|20260305|00000000
152M/10K       |10K 3X02 WEDD           |  763.50|  471.29|   0.00|  13.25|10K|  |  4.670|  422.54|  0.000|   0.00|  24.00|   4.00|   7.50|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MAT.COST - FACETTING          |PLAIN BAND # 400R       |W60|2|  0.000|  763.50|20260305|00000000
152M/STER      |STER 3X02 WEDD          |  106.25|   65.53|   0.00|  13.25|STE|  |  0.000|    0.00|  4.016|  16.78|  24.00|   4.00|   7.50|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MAT.COST - FACETTING          |PLAIN BAND # 400R       |W60|2|  0.000|  106.25|20260305|00000000
153B/10K       |10K SIGNET              |  141.75|   87.43|   0.00|   6.00|10K|  |  0.900|   81.43|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|                              |                        |Q01|1|  0.000|  141.75|20260305|00000000
153B/STER      |STER SIGNET             |   16.25|    9.94|   0.18|   6.00|STE|R |  0.000|    0.00|  0.900|   3.76|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|                              |                        |Q30|1|  0.000|   16.25|20260305|00000000
1547ES/10K     |10K EASTERN STAR RING   |  597.00|  356.62|   2.50|  12.10|10K|  |  3.700|  334.77|  0.000|   0.00|   3.75|   0.00|   3.50|      |      |      |      |      |      |      |      |      |      |      |      |55|  0.00|SEPT 09                       |2023 $68.00 STER        |S01|3|  0.000|  597.00|20260305|00000000
1547ES/14K     |14K EASTERN STAR RING   |  923.00|  551.33|   2.50|  12.10|14K|  |  4.180|  529.48|  0.000|   0.00|   3.75|   0.00|   3.50|      |      |      |      |      |      |      |      |      |      |      |      |55|  0.00|SEPT 09                       |                        |S01|3|  0.000|  923.00|20260305|00000000
154L/10K       |10K 1X02 WEDD           |  615.25|  379.71|   0.00|  13.25|10K|  |  3.890|  351.96|  0.000|   0.00|   8.00|   4.00|   2.50|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MAT.COST - FACETTING          |PLAIN BAND # 400R       |W60|2|  0.000|  615.25|20260305|00000000
154L/STER      |STER 1X02 WEDD          |   67.75|   41.73|   0.00|  13.25|STE|  |  0.000|    0.00|  3.345|  13.98|   8.00|   4.00|   2.50|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MAT.COST - FACETTING          |PLAIN BAND # 400R       |W60|2|  0.000|   67.75|20260305|00000000
154M/10K       |10K 1X02 WEDD           |  729.50|  450.29|   0.00|  13.25|10K|  |  4.670|  422.54|  0.000|   0.00|   8.00|   4.00|   2.50|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MAT.COST - FACETTING          |PLAIN BAND # 400R       |W60|2|  0.000|  729.50|20260305|00000000
154M/STER      |STER 1X02 WEDD          |   72.25|   44.53|   0.00|  13.25|STE|  |  0.000|    0.00|  4.016|  16.78|   8.00|   4.00|   2.50|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MAT.COST - FACETTING          |PLAIN BAND # 400R       |W60|2|  0.000|   72.25|20260305|00000000
156L/10KTT     |10KTT 1X02 WEDD         |  746.25|  460.52|   0.00|  34.85|10K|  |  4.530|  409.87|  0.000|   0.00|   8.00|   5.30|   2.50|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MAT. COST-FACETTING           |WE BUY THESE BLANK.     |W60|2|  0.000|  746.25|20260305|00000000
156M/10KTT     |10KTT 1X02 WEDD         |  891.25|  550.09|   0.00|  34.85|10K|  |  5.520|  499.44|  0.000|   0.00|   8.00|   5.30|   2.50|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MAT.COST - FACETTING          |WE BUY THESE BLANKS.    |W60|2|  0.000|  891.25|20260305|00000000
158L/10KTT     |10KTT 1X02 WEDD         |  746.25|  460.52|   0.00|  34.85|10K|  |  4.530|  409.87|  0.000|   0.00|   8.00|   5.30|   2.50|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MAT.COST - FACETTING          |WE BUY THESE BLANK.     |W60|2|  0.000|  746.25|20260305|00000000
158M/10KTT     |10KTT 1X02 WEDD         |  891.25|  550.09|   0.00|  34.85|10K|  |  5.520|  499.44|  0.000|   0.00|   8.00|   5.30|   2.50|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MAT.COST - FACETTING          |WE BUY THESE BLANK.     |W60|2|  0.000|  891.25|20260305|00000000
15DT/10K       |CZ. SET TIE TAC, BOXED  |   56.50|   34.75|   1.12|   5.05|10K|  |  0.280|   25.33|  0.000|   0.00|   0.75|   0.00|   2.50|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|                              |                        |T60|8|  0.000|   56.50|20260305|00000000
15DT/10KB      |CZ. SET TIE TAC,BULK    |   55.00|   33.85|   0.47|   4.80|10K|  |  0.280|   25.33|  0.000|   0.00|   0.75|   0.00|   2.50|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|                              |                        |T60|8|  0.000|   55.00|20260305|00000000
15E-32F/10K    |IDENT & 32F CHAIN,BOXED |  759.00|  468.39| 103.71|  12.72|10K|  |  3.890|  351.96|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |ENGR                    |I01|8|  0.000|  759.00|20260305|00000000
15E-32F/10KB   |IDENT & 32F CHAIN,BULK  |  754.00|  465.29| 100.61|  12.72|10K|  |  3.890|  351.96|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |ENGR                    |I01|8|  0.000|  754.00|20260305|00000000
15E-G80/10K    |IDENT & G80 CHAIN, BOXED|  673.50|  415.67|  46.71|  17.00|10K|  |  3.890|  351.96|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|JULY 09 CHAIN@ 18.00/GM       |                        |I01|8|  0.000|  673.50|20260305|00000000
15E-G80/10KB   |IDENT & G80 CHAIN, BULK |  669.00|  412.92|  43.96|  17.00|10K|  |  3.890|  351.96|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|JULY 09 CHAIN @ 18.00/GM      |                        |I01|8|  0.000|  669.00|20260305|00000000
15ELL/GF       |IDENT & 3407 CHAIN, BOXD|   70.25|   43.24|  13.34|  13.65|GF |  |  0.000|    0.00|  3.890|  16.25|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |                        |I30|8|  0.000|   70.25|20260305|00000000
15ELL/GFB      |IDENT & 3407 CHAIN,BULK |   65.50|   40.29|  10.39|  13.65|GF |  |  0.000|    0.00|  3.890|  16.25|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |                        |I30|8|  0.000|   65.50|20260305|00000000
15ELL/STER     |IDENT & 3407 CHAIN,BOXED|   70.25|   43.24|  13.34|  13.65|STE|R |  0.000|    0.00|  3.890|  16.25|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |HE                      |I20|8|  0.000|   70.25|20260305|00000000
15ELL/STERB    |IDENT & 3407 CHAIN, BULK|   65.50|   40.29|  10.39|  13.65|STE|R |  0.000|    0.00|  3.890|  16.25|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |HE                      |I20|8|  0.000|   65.50|20260305|00000000
15EM-20F/10K   |MEDIC IDENT & 20F,BOXED |  784.25|  484.09|  95.70|  15.62|10K|  |  4.120|  372.77|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |GENTS LENGTH            |I40|8|  0.000|  784.25|20260305|00000000
15EM-20F/10KB  |MEDIC IDENT & 20F, BULK |  779.50|  481.14|  92.75|  15.62|10K|  |  4.120|  372.77|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |GENTS LENGTH            |I40|8|  0.000|  779.50|20260305|00000000
15EM-32F/10K   |MEDIC IDENT & 32F, BOXED|  795.75|  491.10| 103.71|  14.62|10K|  |  4.120|  372.77|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |H.E.                    |I40|8|  0.000|  795.75|20260305|00000000
15EM-32F/10KB  |MEDIC IDENT & 32F, BULK |  790.75|  488.00| 100.61|  14.62|10K|  |  4.120|  372.77|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |H.E.                    |I40|8|  0.000|  790.75|20260305|00000000
15EM-BR05/10K  |MEDIC IDENT & BRO5 BOXED| 2152.00| 1328.28|  23.95|  19.52|10K|  | 14.200| 1284.81|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |H.E.                    |I40|8|  0.000| 2152.00|20260305|00000000
15EM-BR05/10KB |MEDIC IDENT & BRO5, BULK| 2147.25| 1325.33|  21.00|  19.52|10K|  | 14.200| 1284.81|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |H.E.                    |I40|8|  0.000| 2147.25|20260305|00000000
15EM-F60/10K   |10K MEDIC IDENT BOXED   |  736.00|  454.23|  66.84|  14.62|10K|  |  4.120|  372.77|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |H.E.                    |I40|8|  0.000|  736.00|20260305|00000000
15EM-F60/10KB  |10K MEDIC IDENT BULK    |  731.00|  451.13|  63.74|  14.62|10K|  |  4.120|  372.77|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |H.E.                    |I40|8|  0.000|  731.00|20260305|00000000
15EM-G80/10K   |MEDIC IDENT & G80,BOXED |  703.25|  434.10|  46.71|  14.62|10K|  |  4.120|  372.77|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|JULY 09 CHAIN@ 18.00/GM       |                        |I40|8|  0.000|  703.25|20260305|00000000
15EM-G80/10KB  |MEDIC IDENT & G80, BULK |  698.50|  431.05|  43.96|  14.32|10K|  |  4.120|  372.77|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|JULY 09 CHAIN@ 18.00/GM       |                        |I40|8|  0.000|  698.50|20260305|00000000
15EMLL/10K     |MEDIC IDENT & 13R,BOXED |  534.50|  329.83|  34.12|  13.42|10K|  |  3.120|  282.29|  0.000|   0.00|   0.00|   0.00|   0.00|      |      |      |      |      |      |      |      |      |      |      |      |50|  0.00|MARCH 2012                    |                        |I40|8|  0.000|  534.50|20260305|00000000
