BLA053|E40|20251130|621424|ENGRAVING      |20251127|       3.50 |      1 |       0.00 |MO
BLA053|E40|20251231|621545|ENGRAVING      |20251217|       3.50 |      1 |       0.00 |MO
BLA053|E40|20251231|621545|ENGRAVING      |20251217|       3.50 |      1 |       0.00 |MO
BLA053|E40|20260131|621595|ENGRAVING      |20260115|       3.50-|      1-|       0.00 |MO
BLA053|M11|20250930|621237|EMRBRO1        |20250930|       0.00 |      1 |       0.00 |MO
BLA053|M11|20250930|621237|FAMBRO1        |20250930|       0.00 |      1 |       0.00 |MO
BLA053|M11|20250930|621237|SCHBRO1        |20250930|       0.00 |      1 |       0.00 |MO
BLA053|N30|20251130|621424|1120C-45/GF    |20251127|       0.00 |      1 |       3.42 |MO
BLA053|N50|20251031|621268|7E/STER        |20251015|      80.50 |      1 |      36.23 |MO
BLA053|N50|20251031|621268|T70A/STER      |20251015|      80.50 |      1 |      36.23 |MO
BLA053|N60|20251031|621268|T9/GF          |20251015|      80.50 |      1 |      36.29 |MO
BLA053|N70|20251031|621268|30E/10K        |20251015|      68.75 |      1 |      14.75 |MO
BLA053|N90|20251031|621268|26/GF          |20251015|      30.75 |      1 |      12.67 |MO
BLA053|N90|20251031|621268|30/GF          |20251015|      27.50 |      1 |      10.71 |MO
BLA053|N90|20251031|621268|99/GF          |20251015|      32.00 |      1 |      13.53 |MO
BLA053|N90|20251130|621424|26/GF          |20251127|       0.00 |      1 |       9.25 |MO
BLA053|R10|20250430|620686|REPAIRS        |20250430|      45.00 |      1 |       0.00 |RP
BLA053|W01|20250430|620687|400L/10KY      |20250430|     383.00 |      1 |      82.76 |MO
BLA053|W01|20250430|620687|600M/10KY      |20250430|     595.50 |      1 |     133.34 |MO
BLA053|W01|20250930|621237|3001L/10KY     |20250930|     217.00 |      1 |      46.27 |MO
BLA053|W01|20251231|621545|4T18M/10KW     |20251217|     920.00 |      1 |     416.71 |MO
BLA053|Z30|20251130|621424|SR122DM/STER   |20251127|     119.75 |      1 |      59.50 |MO
BLA053|Z30|20251231|621545|SR122DM/STER   |20251217|     119.75 |      1 |      59.50 |MO
BLA053|Z30|20260131|621595|SR122DM/STER   |20260115|     119.75-|      1-|      63.15-|MO
