Invoice,Customer,Item,Period,TransDate,Name,Amount,Quantity,Cost,Salesman,OrderBy,Terms
602076,CJG130,,20160630,0 201606,0THE CANADIAN JLRY. GR,499000000,000000,000000000,00,00,0
602076,CJG130,,20160630,0 201606,0THE CANADIAN JLRY. GR,499000002,273000,000000000,00,00,0
602076,CJG130,,20160630,0 201606,0THE CANADIAN JLRY. GR,499000002,27s000,000000000,00,00,0
602076,CJG130,,20160630,0 201606,0THE CANADIAN JLRY. GR,499000000,000000,000000000,00,00,0
602077,CJG130,,20160630,0 201606,0THE CANADIAN JLRY. GR,499000000,318000,000000000,00,00,0
602077,CJG130,,20160630,0 201606,0THE CANADIAN JLRY. GR,499000002,273000,000000000,00,00,0
602078,CHM130,,20160630,0 201606,0CHARM JEWELLERY LTD.,264000002,204000,000000000,00,05,9
602078,CHM130,5298M/10K,20160630,0Y201606,0CHARM JEWELLERY LTD.,264000042,175000,001000026,06,05,9
602078,CHM130,,20160630,0 201606,0CHARM JEWELLERY LTD.,264000001,900000,000000000,00,05,9
602079,MAY369,,20160630,0 201606,0*X.P. MAYHEW JLRS.  (,369000002,759000,000000000,00,04,5
602079,MAY369,CLAS.MD.M/STER,20160630,0Y201606,0*X.P. MAYHEW JLRS.  (,369000011,400000,001000005,78,94,5
602079,MAY369,SR27DB/STER,20160630,0Y201606,0*X.P. MAYHEW JLRS.  (,369000008,475000,001000004,60,14,5
602079,MAY369,,20160630,0 201606,0*X.P. MAYHEW JLRS.  (,369000001,350000,000000000,00,04,5
602080,REI410,,20160630,0 201606,0*D.M. REID JEWELLERS,410000005,591000,000000000,00,02,4
602080,REI410,5600L/STER,20160630,0Y201606,0*D.M. REID JEWELLERS,410000009,800000,001000005,24,32,4
602080,REI410,SR27DB/10K,20160630,0Y201606,0*D.M. REID JEWELLERS,410000019,775000,001000011,35,42,4
602080,REI410,433MAS/10K,20160630,0Y201606,0*D.M. REID JEWELLERS,410000004,850000,001000002,62,22,4
602080,REI410,14F---55/GF,20160630,0Y201606,0*D.M. REID JEWELLERS,410000001,000000,001000000,44,12,4
602080,REI410,,20160630,0 201606,0*D.M. REID JEWELLERS,410000001,850000,000000000,00,02,4
602081,SWA494,,20160630,0 201606,0*SWANSON JEWELLERS,494000004,423000,000000000,00,04,1
602081,SWA494,5037L/14K,20160630,0Y201606,0*SWANSON JEWELLERS,494000024,225000,001000014,05,34,1
602081,SWA494,2282/10K,20160630,0Y201606,0*SWANSON JEWELLERS,494000008,450000,001000011,62,94,1
602081,SWA494,,20160630,0 201606,0*SWANSON JEWELLERS,494000001,350000,000000000,00,04,1
602082,CJG130,,20160630,0 201606,0THE CANADIAN JLRY. GR,540000002,311000,000000000,00,03,5
602082,CJG130,5410M/10K,20160630,0Y201606,0THE CANADIAN JLRY. GR,540000044,325000,001000026,06,03,5
602082,CJG130,,20160630,0 201606,0THE CANADIAN JLRY. GR,540000001,900000,000000000,00,03,5
602083,JOH323,,20160630,0 201606,0*DON JOHNSON JLRS.LTD,323000094,990000,000000000,00,03,5
602083,JOH323,ENGRAVING,20160630,0Y201606,0*DON JOHNSON JLRS.LTD,323000000,000000,001000000,00,03,5
602083,JOH323,ENGRAVING,20160630,0Y201606,0*DON JOHNSON JLRS.LTD,323000000,000000,001000000,00,03,5
602083,JOH323,ENGRAVING,20160630,0Y201606,0*DON JOHNSON JLRS.LTD,323000000,000000,001000000,00,03,5
602083,JOH323,CLAS.MD.M/10K,20160630,0Y201606,0*DON JOHNSON JLRS.LTD,323000894,300000,022000525,38,23,5
602083,JOH323,CLAS.MD.M/10K,20160630,0Y201606,0*DON JOHNSON JLRS.LTD,323000041,850000,001000023,88,13,5
602083,JOH323,CLAS.MD.M/STER,20160630,0Y201606,0*DON JOHNSON JLRS.LTD,323000011,400000,001000005,78,93,5
602083,JOH323,CLAS.MD.M/STER,20160630,0Y201606,0*DON JOHNSON JLRS.LTD,323000012,000000,001000005,78,93,5
602083,JOH323,CLAS.SM/10K,20160630,0Y201606,0*DON JOHNSON JLRS.LTD,323000491,400000,018000285,46,23,5
602083,JOH323,CLAS.SM/10K,20160630,0Y201606,0*DON JOHNSON JLRS.LTD,323000112,400000,004000063,43,63,5
602083,JOH323,CLAS.SM/10K,20160630,0Y201606,0*DON JOHNSON JLRS.LTD,323000057,000000,002000031,71,83,5
602083,JOH323,CLAS.SM/10K,20160630,0Y201606,0*DON JOHNSON JLRS.LTD,323000086,700000,003000047,57,73,5
602083,JOH323,CLAS.SM/10K,20160630,0Y201606,0*DON JOHNSON JLRS.LTD,323000029,300000,001000015,85,93,5
602083,JOH323,CLAS.SM/10K,20160630,0Y201606,0*DON JOHNSON JLRS.LTD,323000090,300000,003000047,57,73,5
602083,JOH323,CLAS.SM/10K,20160630,0Y201606,0*DON JOHNSON JLRS.LTD,323000030,500000,001000015,85,93,5
602083,JOH323,SR117D/10K,20160630,0Y201606,0*DON JOHNSON JLRS.LTD,323000021,025000,001000011,74,03,5
602083,JOH323,SR63DB/10K,20160630,0Y201606,0*DON JOHNSON JLRS.LTD,323000019,775000,001000011,35,33,5
602083,JOH323,,20160630,0 201606,0*DON JOHNSON JLRS.LTD,323000001,850000,000000000,00,03,5
602084,STE487,,20160630,0 201606,0*STEKELBOS JLRY REPAI,487000001,42t000,000000000,00,04,1
602084,STE487,20/GFB,20160630,0Y201606,0*STEKELBOS JLRY REPAI,487000003,55p000,00q000001,81,v4,1
602084,STE487,M1B/GFB,20160630,0Y201606,0*STEKELBOS JLRY REPAI,487000003,80p000,00q000001,96,s4,1
602084,STE487,SM3COL/GF,20160630,0Y201606,0*STEKELBOS JLRY REPAI,487000003,60p000,00q000002,31,t4,1
602085,A&A010,,20160630,1 201606,1*A & A,010000002,636000,000000000,00,03,5
602085,A&A010,700L/10KY,20160630,1Y201606,1*A & A,010000023,425000,001000013,47,33,5
602085,A&A010,700M/10KY,20160630,1Y201606,1*A & A,010000027,450000,001000015,89,23,5
602085,A&A010,,20160630,1 201606,1*A & A,010000001,850000,000000000,00,03,5
602086,BAK034,,20160630,1 201606,1*BAKELAAR LTD,034000003,640000,000000000,00,04,1
602086,BAK034,300TL/14K,20160630,1Y201606,1*BAKELAAR LTD,034000026,650000,001000015,40,84,1
602086,BAK034,,20160630,1 201606,1*BAKELAAR LTD,034000001,350000,000000000,00,04,1
602087,B&D100,,20160630,1 201606,1B & D ROCK GEMS,100000000,506000,000000000,00,00,0
602087,B&D100,EH7/10KB,20160630,1Y201606,1B & D ROCK GEMS,100000008,275000,001000009,71,30,0
602087,B&D100,,20160630,1 201606,1B & D ROCK GEMS,100000001,850000,000000000,00,00,0
602088,BLA053,,20160630,1 201606,1*BLACKBURN JLRS. LTD.,053000000,44q000,000000000,00,05,9
602088,BLA053,300L/10KY,20160630,1Y201606,1*BLACKBURN JLRS. LTD.,053000008,81s000,00q000006,46,u5,9
602089,CHM130,,20160630,1 201606,1CHARM JEWELLERY LTD.,232000001,689000,000000000,00,00,0
602089,CHM130,S400RL/10KY,20160630,1Y201606,1CHARM JEWELLERY LTD.,232000011,141000,001000006,41,50,0
602089,CHM130,,20160630,1 201606,1CHARM JEWELLERY LTD.,232000001,850000,000000000,00,00,0
602090,DEL139,,20160630,1 201606,1*E.H. DELAMONT LTD.,139000001,339000,000000000,00,03,9
602090,DEL139,6T18L/10KY,20160630,1Y201606,1*E.H. DELAMONT LTD.,139000024,925000,001000014,38,13,9
602090,DEL139,,20160630,1 201606,1*E.H. DELAMONT LTD.,139000001,850000,000000000,00,03,9
602091,DUB085,,20160630,1 201606,1JMD,085000001,684000,000000000,00,00,0
602091,DUB085,9BG/10KB,20160630,1Y201606,1JMD,085000011,600000,001000006,99,00,0
602091,DUB085,,20160630,1 201606,1JMD,085000001,350000,000000000,00,00,0
602092,HAG300,,20160630,1 201606,1*HAGEMANN JEWELLERS,300000000,804000,000000000,00,00,0
602092,HAG300,C20/10K,20160630,1Y201606,1*HAGEMANN JEWELLERS,300000013,925000,001000007,77,40,0
602092,HAG300,ENGRAVING,20160630,1Y201606,1*HAGEMANN JEWELLERS,300000000,300000,001000000,00,00,0
602092,HAG300,,20160630,1 201606,1*HAGEMANN JEWELLERS,300000001,850000,000000000,00,00,0
602093,BRU085,,20160630,1 201606,1*BRUNEL GOLDSMITH,085000002,574000,000000000,00,07,2
602093,BRU085,S300RL/10KW,20160630,1Y201606,1*BRUNEL GOLDSMITH,085000018,450000,002000009,90,67,2
602093,BRU085,,20160630,1 201606,1*BRUNEL GOLDSMITH,085000001,350000,000000000,00,07,2
602094,HAL210,,20160630,1 201606,1*A M HALL JLRS LTD.,210000000,540000,000000000,00,00,0
602094,HAL210,REPAIRS,20160630,1Y201606,1*A M HALL JLRS LTD.,210000002,800000,001000000,00,00,0
602094,HAL210,,20160630,1 201606,1*A M HALL JLRS LTD.,210000001,350000,000000000,00,00,0
602095,CJG130,,20160630,1 201606,1THE CANADIAN JLRY. GR,241000006,015000,000000000,00,02,4
602095,CJG130,3001L/10KY,20160630,1Y201606,1THE CANADIAN JLRY. GR,241000008,425000,001000004,62,72,4
602095,CJG130,5T18M/10KY,20160630,1Y201606,1THE CANADIAN JLRY. GR,241000024,075000,001000013,85,92,4
602095,CJG130,BR4/STERB,20160630,1Y201606,1THE CANADIAN JLRY. GR,241000003,800000,001000002,33,42,4
602095,CJG130,BR5/STERB,20160630,1Y201606,1THE CANADIAN JLRY. GR,241000003,800000,001000002,33,42,4
602096,CJG130,,20160630,1 201606,1THE CANADIAN JLRY. GR,241000000,225000,000000000,00,00,0
602096,CJG130,REPAIRS,20160630,1Y201606,1THE CANADIAN JLRY. GR,241000001,500000,001000000,00,00,0
602097,CJG130,,20160630,1 201606,1THE CANADIAN JLRY. GR,241000008,006000,000000000,00,00,0
602097,CJG130,N-S180M/STER,20160630,1Y201606,1THE CANADIAN JLRY. GR,241000008,925000,001000004,87,80,0
602097,CJG130,CJ-P/STER,20160630,1Y201606,1THE CANADIAN JLRY. GR,241000035,000000,020000026,40,00,0
602097,CJG130,CJ-P/STER,20160630,1Y201606,1THE CANADIAN JLRY. GR,241000004,200000,001000001,32,00,0
602097,CJG130,CJ-P/STER,20160630,1Y201606,1THE CANADIAN JLRY. GR,241000003,400000,001000001,32,00,0
602097,CJG130,,20160630,1 201606,1THE CANADIAN JLRY. GR,241000001,850000,000000000,00,00,0
602098,JBJ262,,20160630,1 201606,1*J. B. CO. LTD.,262000001,251000,000000000,00,00,0
602098,JBJ262,SR17B/STER,20160630,1Y201606,1*J. B. CO. LTD.,262000008,275000,001000004,47,70,0
602098,JBJ262,,20160630,1 201606,1*J. B. CO. LTD.,262000001,350000,000000000,00,00,0
602099,MAY359,,20160630,1 201606,1*J.D. MAYHEW,359000000,890000,000000000,00,00,0
602099,MAY359,ENGRAVING,20160630,1Y201606,1*J.D. MAYHEW,359000000,470000,001000000,00,00,0
602099,MAY359,P120M/10KB,20160630,1Y201606,1*J.D. MAYHEW,359000005,025000,001000003,03,90,0
602099,MAY359,,20160630,1 201606,1*J.D. MAYHEW,359000001,350000,000000000,00,00,0
602100,CJG130,,20160630,1 201606,1THE CANADIAN JLRY. GR,341000001,307000,000000000,00,00,0
602100,CJG130,CLAS.PET/STER,20160630,1Y201606,1THE CANADIAN JLRY. GR,341000008,200000,001000004,44,00,0
602100,CJG130,,20160630,1 201606,1THE CANADIAN JLRY. GR,341000001,850000,000000000,00,00,0
602101,CJG130,,20160630,1 201606,1THE CANADIAN JLRY. GR,250000000,556000,000000000,00,00,0
602101,CJG130,S14M/STER,20160630,1Y201606,1THE CANADIAN JLRY. GR,250000009,275000,001000005,09,50,0
602101,CJG130,,20160630,1 201606,1THE CANADIAN JLRY. GR,250000001,850000,000000000,00,00,0
602102,CJG130,,20160630,1 201606,1THE CANADIAN JLRY. GR,250000001,375000,000000000,00,00,0
602102,CJG130,LITHOGRAPHY,20160630,1Y201606,1THE CANADIAN JLRY. GR,250000025,000000,001000000,00,00,0
602102,CJG130,MECHANICAL,20160630,1Y201606,1THE CANADIAN JLRY. GR,250000002,500000,001000000,00,00,0
602103,LES301,,20160630,1 201606,1*LESSER BROS. LTD.,301000006,783000,000000000,00,04,1
602103,LES301,290DL/14K,20160630,1Y201606,1*LESSER BROS. LTD.,301000028,225000,001000016,45,94,1
602103,LES301,290DM/10K,20160630,1Y201606,1*LESSER BROS. LTD.,301000022,600000,001000013,07,84,1
602103,LES301,,20160630,1 201606,1*LESSER BROS. LTD.,301000001,350000,000000000,00,04,1
602104,MIT368,,20160630,1 201606,1*FRED MITTON LTD.,368000014,430000,000000000,00,04,1
602104,MIT368,C127/STER,20160630,1Y201606,1*FRED MITTON LTD.,368000001,750000,001000001,06,54,1
602104,MIT368,C156/STER,20160630,1Y201606,1*FRED MITTON LTD.,368000003,125000,001000001,92,04,1
602104,MIT368,C156/STER,20160630,1Y201606,1*FRED MITTON LTD.,368000003,125000,001000001,92,04,1
602104,MIT368,C21A/STER,20160630,1Y201606,1*FRED MITTON LTD.,368000004,500000,001000001,26,74,1
602104,MIT368,C22/STER,20160630,1Y201606,1*FRED MITTON LTD.,368000001,800000,001000001,10,84,1
602104,MIT368,C23/STER,20160630,1Y201606,1*FRED MITTON LTD.,368000002,000000,001000001,23,04,1
602104,MIT368,C24/STER,20160630,1Y201606,1*FRED MITTON LTD.,368000002,175000,001000001,33,74,1
602104,MIT368,C27/STER,20160630,1Y201606,1*FRED MITTON LTD.,368000001,975000,001000001,20,64,1
602104,MIT368,C29/STER,20160630,1Y201606,1*FRED MITTON LTD.,368000003,700000,001000002,27,24,1
602104,MIT368,C39/STER,20160630,1Y201606,1*FRED MITTON LTD.,368000006,175000,001000003,80,34,1
602104,MIT368,CM16/STER,20160630,1Y201606,1*FRED MITTON LTD.,368000007,550000,001000004,65,34,1
602104,MIT368,CM5/STER,20160630,1Y201606,1*FRED MITTON LTD.,368000005,500000,001000003,38,64,1
602104,MIT368,CS3/STER,20160630,1Y201606,1*FRED MITTON LTD.,368000006,600000,001000004,06,34,1
602104,MIT368,CT15/STER,20160630,1Y201606,1*FRED MITTON LTD.,368000005,625000,001000003,47,04,1
602104,MIT368,1T84M/10K,20160630,1Y201606,1*FRED MITTON LTD.,368000031,250000,001000018,17,54,1
602104,MIT368,BR4/STERB,20160630,1Y201606,1*FRED MITTON LTD.,368000007,600000,002000004,66,84,1
602104,MIT368,BR5/STERB,20160630,1Y201606,1*FRED MITTON LTD.,368000007,600000,002000004,66,84,1
602104,MIT368,BR6/STERB,20160630,1Y201606,1*FRED MITTON LTD.,368000007,600000,002000004,66,84,1
602104,MIT368,,20160630,1 201606,1*FRED MITTON LTD.,368000001,350000,000000000,00,04,1
602105,PRA510,,20160630,1 201606,1*PRAIRIE GOLD & GIFTS,510000001,673000,000000000,00,05,9
602105,PRA510,6T43L/10K,20160630,1Y201606,1*PRAIRIE GOLD & GIFTS,510000026,375000,001000015,27,15,9
602105,PRA510,P120M/10KB,20160630,1Y201606,1*PRAIRIE GOLD & GIFTS,510000005,225000,001000003,03,95,9
602105,PRA510,,20160630,1 201606,1*PRAIRIE GOLD & GIFTS,510000001,850000,000000000,00,05,9
602106,SEA456,,20160630,1 201606,1*S. J. LTD.,456000000,796000,000000000,00,00,0
602106,SEA456,600RM/STER,20160630,1Y201606,1*S. J. LTD.,456000004,775000,001000002,99,10,0
602106,SEA456,,20160630,1 201606,1*S. J. LTD.,456000001,350000,000000000,00,00,0
602107,SHA460,,20160630,1 201606,1*W.J. SHAW   **,460000002,912000,000000000,00,07,2
602107,SHA460,5T18L/10KY,20160630,1Y201606,1*W.J. SHAW   **,460000021,050000,001000012,04,47,2
602107,SHA460,,20160630,1 201606,1*W.J. SHAW   **,460000001,350000,000000000,00,07,2
602108,STO475,,20160630,1 201606,1*STOKES ON TRENT,475000001,563000,000000000,00,00,0
602108,STO475,CC70/STER,20160630,1Y201606,1*STOKES ON TRENT,475000003,325000,001000001,80,70,0
602108,STO475,GENTS/STER,20160630,1Y201606,1*STOKES ON TRENT,475000007,350000,001000004,38,00,0
602108,STO475,,20160630,1 201606,1*STOKES ON TRENT,475000001,350000,000000000,00,00,0
602109,GEL198,,20160630,1 201606,1*GELMICI JEWELLERS LT,198000000,120000,000000000,00,00,0
602109,GEL198,REPAIRS,20160630,1Y201606,1*GELMICI JEWELLERS LT,198000001,200000,001000000,00,00,0
602109,GEL198,,20160630,1 201606,1*GELMICI JEWELLERS LT,198000001,200000,000000000,00,00,0
602110,GEL198,,20160630,1 201606,1*GELMICI JEWELLERS LT,198000000,156000,000000000,00,00,0
602110,GEL198,REPAIRS,20160630,1Y201606,1*GELMICI JEWELLERS LT,198000001,200000,001000000,00,00,0
602110,GEL198,REPAIRS,20160630,1Y201606,1*GELMICI JEWELLERS LT,198000000,000000,001000000,00,00,0
602110,GEL198,,20160630,1 201606,1*GELMICI JEWELLERS LT,198000001,925000,000000000,00,00,0
602111,MIT368,,20160630,1 201606,1*FRED MITTON LTD.,368000000,328000,000000000,00,00,0
602111,MIT368,C26/STER,20160630,1Y201606,1*FRED MITTON LTD.,368000002,525000,001000001,23,80,0
602112,BOB044,,20160630,2 201606,2*BOB'S WATCH REPAIR,044000008,028000,000000000,00,04,5
602112,BOB044,1T080M/10K,20160630,2Y201606,2*BOB'S WATCH REPAIR,044000032,025000,001000018,66,04,5
602112,BOB044,6T43L/10K,20160630,2Y201606,2*BOB'S WATCH REPAIR,044000028,375000,001000015,27,14,5
602112,BOB044,,20160630,2 201606,2*BOB'S WATCH REPAIR,044000001,350000,000000000,00,04,5
602113,CAR120,,20160630,2 201606,2*CARTERS JLRS LTD.,120000002,923000,000000000,00,03,9
602113,CAR120,CLAS.SM/10K,20160630,2Y201606,2*CARTERS JLRS LTD.,120000028,300000,001000015,85,93,9
602113,CAR120,CLAS.SM/10K,20160630,2Y201606,2*CARTERS JLRS LTD.,120000028,300000,001000015,85,93,9
602113,CAR120,,20160630,2 201606,2*CARTERS JLRS LTD.,120000001,850000,000000000,00,03,9
602114,CHA105,,20160630,2 201606,2CHARLOTTE JLRS.,105000000,208000,000000000,00,00,0
602114,CHA105,FAMBRO1,20160630,2Y201606,2CHARLOTTE JLRS.,105000000,000000,001000000,00,00,0
602114,CHA105,GENLG,20160630,2Y201606,2CHARLOTTE JLRS.,105000000,000000,001000002,44,70,0
602114,CHA105,,20160630,2 201606,2CHARLOTTE JLRS.,105000001,600000,000000000,00,00,0
602115,CLA149,,20160630,2 201606,2*CLASSIQUE,149000002,584000,000000000,00,07,2
602115,CLA149,SR21B/10K,20160630,2Y201606,2*CLASSIQUE,149000018,525000,001000010,60,47,2
602115,CLA149,,20160630,2 201606,2*CLASSIQUE,149000001,350000,000000000,00,07,2
602116,CUR205,,20160630,2 201606,2*CURRY'S 1978 LTD.,205000000,860000,000000000,00,05,9
602116,CUR205,3T18L/10KW,20160630,2Y201606,2*CURRY'S 1978 LTD.,205000015,350000,001000008,62,85,9
602116,CUR205,,20160630,2 201606,2*CURRY'S 1978 LTD.,205000001,850000,000000000,00,05,9
602117,CHM130,,20160630,2 201606,2CHARM JEWELLERY LTD.,229000000,696000,000000000,00,00,0
602117,CHM130,REPAIRS,20160630,2Y201606,2CHARM JEWELLERY LTD.,229000003,500000,001000000,00,00,0
602117,CHM130,,20160630,2 201606,2CHARM JEWELLERY LTD.,229000001,850000,000000000,00,00,0
602118,CHM130,,20160630,2 201606,2CHARM JEWELLERY LTD.,252000001,397000,000000000,00,00,0
602118,CHM130,S15L/STER,20160630,2Y201606,2CHARM JEWELLERY LTD.,252000007,341000,001000004,10,80,0
602118,CHM130,,20160630,2 201606,2CHARM JEWELLERY LTD.,252000001,975000,000000000,00,00,0
602119,DES093,,20160630,2 201606,2DESIGN JEWELLERS LTD.,093000000,093000,000000000,00,00,0
602119,DES093,,20160630,2 201606,2DESIGN JEWELLERS LTD.,093000001,850000,000000000,00,00,0
602120,GEM218,,20160630,2 201606,2*GEMINI,218000002,642000,000000000,00,04,1
602120,GEM218,200L/10KW,20160630,2Y201606,2*GEMINI,218000010,250000,001000005,55,84,1
602120,GEM218,250L/10KW,20160630,2Y201606,2*GEMINI,218000008,725000,001000004,65,04,1
602120,GEM218,,20160630,2 201606,2*GEMINI,218000001,350000,000000000,00,04,1
602121,CJG130,,20160630,2 201606,2THE CANADIAN JLRY. GR,243000004,102000,000000000,00,07,2
602121,CJG130,6T18M/10KY,20160630,2Y201606,2THE CANADIAN JLRY. GR,243000030,200000,001000016,93,97,2
602121,CJG130,,20160630,2 201606,2THE CANADIAN JLRY. GR,243000001,350000,000000000,00,07,2
602122,KNA292,,20160630,2 201606,2*KNAR,292000000,221000,000000000,00,00,0
602122,KNA292,,20160630,2 201606,2*KNAR,292000001,700000,000000000,00,00,0
602123,BOC105,,20160630,2 201606,2*BOCIAN,105000009,963000,000000000,00,03,5
602123,BOC105,CLAS.MD.M/STER,20160630,2Y201606,2*BOCIAN,105000011,400000,001000005,78,93,5
602123,BOC105,CLAS.SM/STER,20160630,2Y201606,2*BOCIAN,105000186,000000,020000090,06,03,5
602123,BOC105,,20160630,2 201606,2*BOCIAN,105000001,850000,000000000,00,03,5
602124,CJG130,,20160630,2 201606,2THE CANADIAN JLRY. GR,412000000,475000,000000000,00,00,0
602124,CJG130,REPAIRS,20160630,2Y201606,2THE CANADIAN JLRY. GR,412000001,800000,001000000,00,00,0
602124,CJG130,,20160630,2 201606,2THE CANADIAN JLRY. GR,412000001,850000,000000000,00,00,0
602125,SPE470,,20160630,2 201606,2*SPENCER'S,470000001,391000,000000000,00,00,0
602125,SPE470,REPAIRS,20160630,2Y201606,2*SPENCER'S,470000009,000000,001000000,00,00,0
602125,SPE470,,20160630,2 201606,2*SPENCER'S,470000001,700000,000000000,00,00,0
602126,BOC105,,20160630,2 201606,2*BOCIAN,105000003,420000,000000000,00,03,5
602126,BOC105,CLAS.MD.M/STER,20160630,2Y201606,2*BOCIAN,105000068,400000,006000034,73,43,5
602127,ADA020,,20160630,2 201606,2*ADAMAS LTD.,020000002,968000,000000000,00,00,0
602127,ADA020,CJ-R/10K,20160630,2Y201606,2*ADAMAS LTD.,020000057,500000,001000021,60,80,0
602127,ADA020,,20160630,2 201606,2*ADAMAS LTD.,020000001,850000,000000000,00,00,0
602128,BRO075,,20160630,2 201606,2*A.P. BROWN LTD.,075000003,621000,000000000,00,04,0
602128,BRO075,5T01BM/10KTT,20160630,2Y201606,2*A.P. BROWN LTD.,075000027,850000,001000015,58,44,0
602129,BAK034,,20160630,3 201606,3*BAKELAAR LTD,034000003,598000,000000000,00,04,1
602129,BAK034,29TGA/10KB,20160630,3Y201606,3*BAKELAAR LTD,034000008,550000,001000005,15,74,1
602129,BAK034,L26TG/10KB,20160630,3Y201606,3*BAKELAAR LTD,034000005,875000,001000003,54,64,1
602129,BAK034,M2TGA/10KB,20160630,3Y201606,3*BAKELAAR LTD,034000008,600000,001000005,19,24,1
602129,BAK034,S13X/STERB,20160630,3Y201606,3*BAKELAAR LTD,034000003,300000,001000001,95,94,1
602129,BAK034,,20160630,3 201606,3*BAKELAAR LTD,034000001,350000,000000000,00,04,1
602130,BAB033,,20160630,3 201606,3*BABCOCK,033000001,151000,000000000,00,00,0
602130,BAB033,600RM/STER,20160630,3Y201606,3*BABCOCK,033000006,700000,001000002,99,10,0
602130,BAB033,REPAIRS,20160630,3Y201606,3*BABCOCK,033000000,800000,002000000,00,00,0
602130,BAB033,,20160630,3 201606,3*BABCOCK,033000001,350000,000000000,00,00,0
602131,CRE155,,20160630,3 201606,3*CREATIVE FRAMING,155000002,574000,000000000,00,02,4
602131,CRE155,S300RL/10KW,20160630,3Y201606,3*CREATIVE FRAMING,155000018,450000,002000009,90,62,4
602131,CRE155,,20160630,3 201606,3*CREATIVE FRAMING,155000001,350000,000000000,00,02,4
602132,CHM200,,20160630,3 201606,3CHARM JEWELLERY LTD.,128000000,503000,000000000,00,00,0
602132,CHM200,REPAIRS,20160630,3Y201606,3CHARM JEWELLERY LTD.,128000001,500000,001000000,00,00,0
602132,CHM200,,20160630,3 201606,3CHARM JEWELLERY LTD.,128000001,850000,000000000,00,00,0
602133,CHM130,,20160630,3 201606,3CHARM JEWELLERY LTD.,246000000,725000,000000000,00,00,0
602133,CHM130,2BM-20F/STERB,20160630,3Y201606,3CHARM JEWELLERY LTD.,246000003,230000,001000002,08,50,0
602133,CHM130,ENGRAVING,20160630,3Y201606,3CHARM JEWELLERY LTD.,246000001,000000,001000000,00,00,0
602133,CHM130,,20160630,3 201606,3CHARM JEWELLERY LTD.,246000001,350000,000000000,00,00,0
602134,FAN443,,20160630,3 201606,3*FANCY JLRS #2,443000003,176000,000000000,00,02,4
602134,FAN443,5600L/STER,20160630,3Y201606,3*FANCY JLRS #2,443000009,450000,001000005,24,32,4
602134,FAN443,5600M/STER,20160630,3Y201606,3*FANCY JLRS #2,443000009,875000,001000005,50,82,4
602134,FAN443,,20160630,3 201606,3*FANCY JLRS #2,443000001,850000,000000000,00,02,4
602135,HAR311,,20160630,3 201606,3*NORMAN HARVEY LTD.,311000004,735000,000000000,00,07,2
602135,HAR311,6T96M/10K,20160630,3Y201606,3*NORMAN HARVEY LTD.,311000035,075000,001000020,47,77,2
602135,HAR311,,20160630,3 201606,3*NORMAN HARVEY LTD.,311000001,350000,000000000,00,07,2
602136,CJG130,,20160630,3 201606,3THE CANADIAN JLRY. GR,275000003,887000,000000000,00,04,1
602136,CJG130,1T85L/14K,20160630,3Y201606,3THE CANADIAN JLRY. GR,275000028,550000,001000016,56,44,1
602136,CJG130,,20160630,3 201606,3THE CANADIAN JLRY. GR,275000001,350000,000000000,00,04,1
602137,CAL079,,20160630,3 201606,3*CALGARY LTD.,079000003,091000,000000000,00,05,9
602137,CAL079,700TM/14K,20160630,3Y201606,3*CALGARY LTD.,079000059,975000,001000034,85,85,9
602137,CAL079,,20160630,3 201606,3*CALGARY LTD.,079000001,850000,000000000,00,05,9
602138,IND220,,20160630,3 201606,3*INDEPENDENT JLRS SUP,220000004,828000,000000000,00,00,0
602138,IND220,SA12M/10K,20160630,3Y201606,3*INDEPENDENT JLRS SUP,220000073,850000,001000044,77,30,0
602138,IND220,SA12M/STER,20160630,3Y201606,3*INDEPENDENT JLRS SUP,220000019,550000,001000012,05,60,0
602138,IND220,,20160630,3 201606,3*INDEPENDENT JLRS SUP,220000003,150000,000000000,00,00,0
602139,IND220,,20160630,3 201606,3*INDEPENDENT JLRS SUP,220000002,500000,000000000,00,00,0
602139,IND220,LITHOGRAPHY,20160630,3Y201606,3*INDEPENDENT JLRS SUP,220000040,000000,001000000,00,00,0
602139,IND220,MECHANICAL,20160630,3Y201606,3*INDEPENDENT JLRS SUP,220000010,000000,002000000,00,00,0
602140,ING378,,20160630,3 201606,3*INGLIS JEWELLERS INC,375000004,523000,000000000,00,02,4
602140,ING378,CLAS.SM/10K,20160630,3Y201606,3*INGLIS JEWELLERS INC,375000028,300000,001000015,85,92,4
602140,ING378,,20160630,3 201606,3*INGLIS JEWELLERS INC,375000001,850000,000000000,00,02,4
602141,JEW338,,20160630,3 201606,3*JEWEL BOX LTD.,338000003,084000,000000000,00,02,4
602141,JEW338,B70GC/10KB,20160630,3Y201606,3*JEWEL BOX LTD.,338000021,925000,001000012,61,62,4
602141,JEW338,,20160630,3 201606,3*JEWEL BOX LTD.,338000001,800000,000000000,00,02,4
602142,CJG130,,20160630,3 201606,3THE CANADIAN JLRY. GR,288000007,890000,000000000,00,02,4
602142,CJG130,CLAS.MD.M/STER,20160630,3Y201606,3THE CANADIAN JLRY. GR,288000011,400000,001000005,78,92,4
602142,CJG130,SR91B/STER,20160630,3Y201606,3THE CANADIAN JLRY. GR,288000008,775000,001000004,79,32,4
