Invoice,Customer,Item,Period,TransDate,Name,Amount,Quantity,Cost,Salesman,OrderBy,Terms
599581,CJG130,,20151130,6 201511,6THE CANADIAN JLRY. GR,394000001,815000,000000000,00,00,0
599581,CJG130,1981HEM/10K,20151130,6Y201511,6THE CANADIAN JLRY. GR,394000012,575000,001000007,26,60,0
599581,CJG130,,20151130,6 201511,6THE CANADIAN JLRY. GR,394000001,385000,000000000,00,00,0
599582,CJG130,,20151130,6 201511,6THE CANADIAN JLRY. GR,250000000,654000,000000000,00,00,0
599582,CJG130,1987/10K,20151130,6Y201511,6THE CANADIAN JLRY. GR,250000011,175000,001000006,26,60,0
599582,CJG130,,20151130,6 201511,6THE CANADIAN JLRY. GR,250000001,900000,000000000,00,00,0
599583,CJG130,,20151130,6 201511,6THE CANADIAN JLRY. GR,408000002,681000,000000000,00,02,4
599583,CJG130,CC70M/10K,20151130,6Y201511,6THE CANADIAN JLRY. GR,408000017,250000,001000010,01,82,4
599583,CJG130,,20151130,6 201511,6THE CANADIAN JLRY. GR,408000001,900000,000000000,00,02,4
599584,ORS380,,20151130,6 201511,6*LARRY ORSER,380000001,737000,000000000,00,00,0
599584,ORS380,1930/10K,20151130,6Y201511,6*LARRY ORSER,380000012,075000,001000006,21,90,0
599584,ORS380,,20151130,6 201511,6*LARRY ORSER,380000001,285000,000000000,00,00,0
599585,CJG130,,20151130,6 201511,6THE CANADIAN JLRY. GR,412000002,509000,000000000,00,02,4
599585,CJG130,BR-FPHH/10K,20151130,6Y201511,6THE CANADIAN JLRY. GR,412000017,400000,001000010,11,22,4
599585,CJG130,,20151130,6 201511,6THE CANADIAN JLRY. GR,412000001,900000,000000000,00,02,4
599586,REI410,,20151130,6 201511,6*D.M. REID JEWELLERS,410000005,644000,000000000,00,02,4
599586,REI410,1895/10K,20151130,6Y201511,6*D.M. REID JEWELLERS,410000012,050000,001000006,81,92,4
599586,REI410,1930/10K,20151130,6Y201511,6*D.M. REID JEWELLERS,410000011,075000,001000006,21,92,4
599586,REI410,13R---50/STER,20151130,6Y201511,6*D.M. REID JEWELLERS,410000001,625000,001000001,00,02,4
599586,REI410,41/STER,20151130,6Y201511,6*D.M. REID JEWELLERS,410000010,975000,001000006,37,82,4
599586,REI410,,20151130,6 201511,6*D.M. REID JEWELLERS,410000001,900000,000000000,00,02,4
599587,SEA456,,20151130,6 201511,6*S. J. LTD.,456000001,685000,000000000,00,00,0
599587,SEA456,C128/STER,20151130,6Y201511,6*S. J. LTD.,456000003,550000,002000002,18,40,0
599587,SEA456,C17/STER,20151130,6Y201511,6*S. J. LTD.,456000001,750000,001000001,06,80,0
599587,SEA456,C27/STER,20151130,6Y201511,6*S. J. LTD.,456000001,975000,001000001,20,60,0
599587,SEA456,C28/STER,20151130,6Y201511,6*S. J. LTD.,456000001,650000,001000001,01,20,0
599587,SEA456,C72/STER,20151130,6Y201511,6*S. J. LTD.,456000002,750000,001000001,63,80,0
599587,SEA456,,20151130,6 201511,6*S. J. LTD.,456000001,285000,000000000,00,00,0
599588,TRE530,,20151130,6 201511,6*TRES ORS JLRS.,530000002,007000,000000000,00,00,0
599588,TRE530,S200RL/10KY,20151130,6Y201511,6*TRES ORS JLRS.,530000014,150000,002000007,48,60,0
599588,TRE530,,20151130,6 201511,6*TRES ORS JLRS.,530000001,285000,000000000,00,00,0
599589,CJG130,,20151130,6 201511,6THE CANADIAN JLRY. GR,517000001,079000,000000000,00,05,9
599589,CJG130,2277/10K,20151130,6Y201511,6THE CANADIAN JLRY. GR,517000019,675000,001000011,14,65,9
599589,CJG130,,20151130,6 201511,6THE CANADIAN JLRY. GR,517000001,900000,000000000,00,05,9
599590,CJG130,,20151130,6 201511,6THE CANADIAN JLRY. GR,575000001,519000,000000000,00,03,5
599590,CJG130,4920M/10KTT,20151130,6Y201511,6THE CANADIAN JLRY. GR,575000028,475000,001000016,95,13,5
599590,CJG130,,20151130,6 201511,6THE CANADIAN JLRY. GR,575000001,900000,000000000,00,03,5
599591,CJG130,,20151130,6 201511,6THE CANADIAN JLRY. GR,553000001,346000,000000000,00,05,9
599591,CJG130,F140/10K,20151130,6Y201511,6THE CANADIAN JLRY. GR,553000025,025000,001000012,04,35,9
599591,CJG130,,20151130,6 201511,6THE CANADIAN JLRY. GR,553000001,900000,000000000,00,05,9
599592,TUC503,,20151130,6 201511,6*J.R. TUCK & SON LTD.,503000004,758000,000000000,00,04,0
599592,TUC503,ENGRAVING,20151130,6Y201511,6*J.R. TUCK & SON LTD.,503000000,000000,001000000,00,04,0
599592,TUC503,1869/10K,20151130,6Y201511,6*J.R. TUCK & SON LTD.,503000010,075000,001000005,59,04,0
599592,TUC503,1967/10K,20151130,6Y201511,6*J.R. TUCK & SON LTD.,503000010,400000,001000005,80,24,0
599592,TUC503,GENTS/STER,20151130,6Y201511,6*J.R. TUCK & SON LTD.,503000004,275000,001000004,38,04,0
599592,TUC503,P21BM/10K,20151130,6Y201511,6*J.R. TUCK & SON LTD.,503000008,950000,001000005,20,34,0
599592,TUC503,,20151130,6 201511,6*J.R. TUCK & SON LTD.,503000002,900000,000000000,00,04,0
599593,MUR170,,20151130,6 201511,6*P.D. MURPHY LTD. #98,176000001,613000,000000000,00,00,0
599593,MUR170,FFCWM/STER,20151130,6Y201511,6*P.D. MURPHY LTD. #98,176000011,125000,001000005,80,40,0
599593,MUR170,,20151130,6 201511,6*P.D. MURPHY LTD. #98,176000001,285000,000000000,00,00,0
599594,CJG130,,20151130,6 201511,6THE CANADIAN JLRY. GR,519000001,503000,000000000,00,00,0
599594,CJG130,ENGRAVING,20151130,6Y201511,6THE CANADIAN JLRY. GR,519000000,000000,001000000,00,00,0
599594,CJG130,S14M/STER,20151130,6Y201511,6THE CANADIAN JLRY. GR,519000010,275000,001000005,09,50,0
599594,CJG130,,20151130,6 201511,6THE CANADIAN JLRY. GR,519000001,285000,000000000,00,00,0
599595,CJG130,,20151130,6 201511,6THE CANADIAN JLRY. GR,519000000,982000,000000000,00,00,0
599595,CJG130,S14-SB2/10K,20151130,6Y201511,6THE CANADIAN JLRY. GR,519000007,550000,001000005,45,40,0
599596,CJG130,,20151130,6 201511,6THE CANADIAN JLRY. GR,490000007,137000,000000000,00,04,1
599596,CJG130,ENGRAVING,20151130,6Y201511,6THE CANADIAN JLRY. GR,490000000,000000,001000000,00,04,1
599596,CJG130,SR109D/STER,20151130,6Y201511,6THE CANADIAN JLRY. GR,490000011,100000,001000006,04,94,1
599596,CJG130,S15L/10K,20151130,6Y201511,6THE CANADIAN JLRY. GR,490000030,300000,001000018,08,04,1
599596,CJG130,S6M/STER,20151130,6Y201511,6THE CANADIAN JLRY. GR,490000011,600000,001000006,54,04,1
599596,CJG130,,20151130,6 201511,6THE CANADIAN JLRY. GR,490000001,900000,000000000,00,04,1
599597,CJG130,,20151130,7 201511,7THE CANADIAN JLRY. GR,528000001,092000,000000000,00,00,0
599597,CJG130,050DT/10KB,20151130,7Y201511,7THE CANADIAN JLRY. GR,528000006,600000,001000004,06,70,0
599597,CJG130,,20151130,7 201511,7THE CANADIAN JLRY. GR,528000001,800000,000000000,00,00,0
599598,ADA020,,20151130,7 201511,7*ADAMAS LTD.,020000002,343000,000000000,00,05,9
599598,ADA020,8T00RM/10KW,20151130,7Y201511,7*ADAMAS LTD.,020000045,000000,001000022,88,75,9
599598,ADA020,,20151130,7 201511,7*ADAMAS LTD.,020000001,850000,000000000,00,05,9
599599,BAK040,,20151130,7 201511,7*A BAKELAAR  (X),040000002,835000,000000000,00,04,1
599599,BAK040,F140/10K,20151130,7Y201511,7*A BAKELAAR  (X),040000020,525000,001000012,04,34,1
599599,BAK040,,20151130,7 201511,7*A BAKELAAR  (X),040000001,285000,000000000,00,04,1
599600,BAK034,,20151130,7 201511,7*BAKELAAR LTD,034000000,167000,000000000,00,00,0
599600,BAK034,FAMILY/ALLOY,20151130,7Y201511,7*BAKELAAR LTD,034000000,000000,001000001,47,00,0
599600,BAK034,,20151130,7 201511,7*BAKELAAR LTD,034000001,285000,000000000,00,00,0
599601,BEN048,,20151130,7 201511,7*BENNARDO   (A),048000004,07r000,000000000,00,07,2
599601,BEN048,F140-GEN/10K,20151130,7Y201511,7*BENNARDO   (A),048000031,32u000,00q000013,87,s7,2
599602,BRU077,,20151130,7 201511,7*BRUINIX,077000001,873000,000000000,00,00,0
599602,BRU077,F2530/10K,20151130,7Y201511,7*BRUINIX,077000013,125000,001000007,48,40,0
599602,BRU077,,20151130,7 201511,7*BRUINIX,077000001,285000,000000000,00,00,0
599603,CHM130,CJ-R/ALLOY,20151130,7Y201511,7CHARM JEWELLERY LTD.,252000000,000000,003000006,66,00,0
599604,CHM130,,20151130,7 201511,7CHARM JEWELLERY LTD.,252000247,880000,000000000,00,00,0
599604,CHM130,S240L/10K,20151130,7Y201511,7CHARM JEWELLERY LTD.,252000050,692000,002000030,31,00,0
599604,CHM130,S24M/10K,20151130,7Y201511,7CHARM JEWELLERY LTD.,252000488,640000,012000309,51,60,0
599604,CHM130,S24M/10K,20151130,7Y201511,7CHARM JEWELLERY LTD.,252000042,300000,001000025,79,30,0
599604,CHM130,S24M/10K,20151130,7Y201511,7CHARM JEWELLERY LTD.,252000084,600000,002000051,58,60,0
599604,CHM130,S24M/10K,20151130,7Y201511,7CHARM JEWELLERY LTD.,252000814,200000,020000515,86,00,0
599604,CHM130,S24M/10K,20151130,7Y201511,7CHARM JEWELLERY LTD.,252000169,200000,004000103,17,20,0
599604,CHM130,,20151130,7 201511,7CHARM JEWELLERY LTD.,252000002,900000,000000000,00,00,0
599605,VAN201,,20151130,7 201511,7*A E VanderPluijm LTD,201000008,145000,000000000,00,02,4
599605,VAN201,CLAS.LG/STER,20151130,7Y201511,7*A E VanderPluijm LTD,201000011,600000,001000006,54,02,4
599605,VAN201,CLAS.MD.M/STER,20151130,7Y201511,7*A E VanderPluijm LTD,201000010,400000,001000005,78,92,4
599605,VAN201,SR27DB/10K,20151130,7Y201511,7*A E VanderPluijm LTD,201000019,400000,001000011,35,42,4
599605,VAN201,SR27DB/10K,20151130,7Y201511,7*A E VanderPluijm LTD,201000019,400000,001000011,35,42,4
599605,VAN201,,20151130,7 201511,7*A E VanderPluijm LTD,201000001,850000,000000000,00,02,4
599606,VAN201,,20151130,7 201511,7*A E VanderPluijm LTD,201000002,919000,000000000,00,02,4
599606,VAN201,S195L/10K,20151130,7Y201511,7*A E VanderPluijm LTD,201000022,450000,001000013,22,82,4
599607,VAN201,,20151130,7 201511,7*A E VanderPluijm LTD,201000000,104000,000000000,00,00,0
599607,VAN201,REPAIRS,20151130,7Y201511,7*A E VanderPluijm LTD,201000000,800000,001000000,00,00,0
599608,BIJ100,,20151130,7 201511,7BIJOUTERIE CHRISTINE,100000002,317000,000000000,00,02,4
599608,BIJ100,SR51B/10K,20151130,7Y201511,7BIJOUTERIE CHRISTINE,100000017,825000,001000010,37,32,4
599609,BIJ100,,20151130,7 201511,7BIJOUTERIE CHRISTINE,100000001,300000,000000000,00,00,0
599609,BIJ100,TECHNICAL,20151130,7Y201511,7BIJOUTERIE CHRISTINE,100000010,000000,001000000,00,00,0
599610,FOS191,,20151130,7 201511,7*FOSTER'S LTD.,191000002,218000,000000000,00,00,0
599610,FOS191,S36M/10K,20151130,7Y201511,7*FOSTER'S LTD.,191000042,500000,001000024,73,80,0
599610,FOS191,,20151130,7 201511,7*FOSTER'S LTD.,191000001,850000,000000000,00,00,0
599611,CHM180,,20151130,7 201511,7CHARM JEWELLERY LTD.,215000005,110000,000000000,00,02,4
599611,CHM180,SR15DB/STER,20151130,7Y201511,7CHARM JEWELLERY LTD.,215000007,250000,001000004,06,72,4
599611,CHM180,SR61DM/10K,20151130,7Y201511,7CHARM JEWELLERY LTD.,215000030,211000,001000018,06,62,4
599611,CHM180,,20151130,7 201511,7CHARM JEWELLERY LTD.,215000001,850000,000000000,00,02,4
599612,FAN443,,20151130,8 201511,8*FANCY JLRS #2,443000001,470000,000000000,00,00,0
599612,FAN443,BR4/GFB,20151130,8Y201511,8*FANCY JLRS #2,443000004,150000,001000002,55,70,0
599612,FAN443,BR4/STERB,20151130,8Y201511,8*FANCY JLRS #2,443000003,800000,001000002,33,40,0
599612,FAN443,,20151130,8 201511,8*FANCY JLRS #2,443000001,850000,000000000,00,00,0
599613,GOL202,,20151130,8 201511,8*337797 ONTARIO LTD.,202000005,793000,000000000,00,07,2
599613,GOL202,F2547-GEN/14K,20151130,8Y201511,8*337797 ONTARIO LTD.,202000043,275000,001000018,85,67,2
599613,GOL202,,20151130,8 201511,8*337797 ONTARIO LTD.,202000001,285000,000000000,00,07,2
599614,GOR230,,20151130,8 201511,8*S. D. GORDON JLRS. L,230000012,207000,000000000,00,04,5
599614,GOR230,C50C/STER,20151130,8Y201511,8*S. D. GORDON JLRS. L,230000002,875000,001000001,77,34,5
599614,GOR230,CS16/ST10K,20151130,8Y201511,8*S. D. GORDON JLRS. L,230000008,050000,001000004,34,44,5
599614,GOR230,CS16/STER,20151130,8Y201511,8*S. D. GORDON JLRS. L,230000006,100000,001000003,43,14,5
599614,GOR230,4T60M/10K,20151130,8Y201511,8*S. D. GORDON JLRS. L,230000026,100000,001000015,49,14,5
599614,GOR230,5756M/10K,20151130,8Y201511,8*S. D. GORDON JLRS. L,230000000,000000,001000029,47,64,5
599614,GOR230,1983/10K,20151130,8Y201511,8*S. D. GORDON JLRS. L,230000011,550000,001000005,88,44,5
599614,GOR230,P2113/10K,20151130,8Y201511,8*S. D. GORDON JLRS. L,230000014,775000,001000008,82,64,5
599614,GOR230,29TGE/10KB,20151130,8Y201511,8*S. D. GORDON JLRS. L,230000008,375000,001000005,15,74,5
599614,GOR230,M2TGA/10KB,20151130,8Y201511,8*S. D. GORDON JLRS. L,230000008,425000,001000005,19,24,5
599614,GOR230,30P/STERB,20151130,8Y201511,8*S. D. GORDON JLRS. L,230000001,000000,001000000,61,04,5
599614,GOR230,32/GFB,20151130,8Y201511,8*S. D. GORDON JLRS. L,230000001,000000,001000000,61,04,5
599614,GOR230,33C/GFB,20151130,8Y201511,8*S. D. GORDON JLRS. L,230000002,175000,001000001,34,24,5
599614,GOR230,33C/STERB,20151130,8Y201511,8*S. D. GORDON JLRS. L,230000002,175000,001000001,33,94,5
599614,GOR230,,20151130,8 201511,8*S. D. GORDON JLRS. L,230000001,300000,000000000,00,04,5
599615,CJG130,,20151130,8 201511,8THE CANADIAN JLRY. GR,490000000,375000,000000000,00,00,0
599615,CJG130,C26B/STER,20151130,8Y201511,8THE CANADIAN JLRY. GR,490000005,650000,002000002,85,60,0
599615,CJG130,,20151130,8 201511,8THE CANADIAN JLRY. GR,490000001,850000,000000000,00,00,0
599616,CJG130,,20151130,8 201511,8THE CANADIAN JLRY. GR,409000001,165000,000000000,00,00,0
599616,CJG130,S15L/STER,20151130,8Y201511,8THE CANADIAN JLRY. GR,409000007,675000,001000004,10,80,0
599616,CJG130,,20151130,8 201511,8THE CANADIAN JLRY. GR,409000001,285000,000000000,00,00,0
599617,CJG130,,20151130,8 201511,8THE CANADIAN JLRY. GR,443000000,715000,000000000,00,00,0
599617,CJG130,1879/10K,20151130,8Y201511,8THE CANADIAN JLRY. GR,443000012,450000,001000007,06,00,0
599617,CJG130,,20151130,8 201511,8THE CANADIAN JLRY. GR,443000001,850000,000000000,00,00,0
599618,CJG130,,20151130,8 201511,8THE CANADIAN JLRY. GR,443000000,566000,000000000,00,00,0
599618,CJG130,S46M/STER,20151130,8Y201511,8THE CANADIAN JLRY. GR,443000011,325000,001000006,36,10,0
599619,TOW350,,20151130,8 201511,8TOWN HILL,350000001,836000,000000000,00,00,0
599619,TOW350,F2520/10K,20151130,8Y201511,8TOWN HILL,350000012,275000,001000006,96,00,0
599619,TOW350,,20151130,8 201511,8TOWN HILL,350000001,850000,000000000,00,00,0
599620,CJG130,,20151130,8 201511,8THE CANADIAN JLRY. GR,501000001,371000,000000000,00,05,9
599620,CJG130,F2584/10K,20151130,8Y201511,8THE CANADIAN JLRY. GR,501000025,575000,001000014,67,15,9
599620,CJG130,,20151130,8 201511,8THE CANADIAN JLRY. GR,501000001,850000,000000000,00,05,9
599621,CJG130,,20151130,8 201511,8THE CANADIAN JLRY. GR,490000002,998000,000000000,00,04,1
599621,CJG130,4T18L/STER,20151130,8Y201511,8THE CANADIAN JLRY. GR,490000004,300000,001000002,48,04,1
599621,CJG130,6T18M/STER,20151130,8Y201511,8THE CANADIAN JLRY. GR,490000004,750000,001000002,74,94,1
599621,CJG130,SR55B/STER,20151130,8Y201511,8THE CANADIAN JLRY. GR,490000008,275000,001000004,47,74,1
599621,CJG130,1120C-40/STER,20151130,8Y201511,8THE CANADIAN JLRY. GR,490000000,400000,001000000,24,24,1
599621,CJG130,1120C-40/STER,20151130,8Y201511,8THE CANADIAN JLRY. GR,490000000,400000,001000000,24,24,1
599621,CJG130,1120C-40/STER,20151130,8Y201511,8THE CANADIAN JLRY. GR,490000000,400000,001000000,24,24,1
599621,CJG130,30/STERB,20151130,8Y201511,8THE CANADIAN JLRY. GR,490000001,000000,001000000,61,04,1
599621,CJG130,32/STERB,20151130,8Y201511,8THE CANADIAN JLRY. GR,490000001,000000,001000000,61,04,1
599621,CJG130,93/STERB,20151130,8Y201511,8THE CANADIAN JLRY. GR,490000001,250000,001000000,76,24,1
599621,CJG130,,20151130,8 201511,8THE CANADIAN JLRY. GR,490000001,285000,000000000,00,04,1
599622,CHO050,,20151130,8 201511,8*MARV. CHONY,050000002,952000,000000000,00,03,5
599622,CHO050,C29/10K,20151130,8Y201511,8*MARV. CHONY,050000021,275000,001000012,51,03,5
599622,CHO050,ENGRAVING,20151130,8Y201511,8*MARV. CHONY,050000000,150000,001000000,00,03,5
599622,CHO050,,20151130,8 201511,8*MARV. CHONY,050000001,285000,000000000,00,03,5
599623,CHO050,,20151130,8 201511,8*MARV. CHONY,050000000,77w000,000000000,00,00,0
599623,CHO050,C129/10K,20151130,8Y201511,8*MARV. CHONY,050000005,82u000,00q000003,28,u0,0
599623,CHO050,ENGRAVING,20151130,8Y201511,8*MARV. CHONY,050000000,15p000,00q000000,00,00,0
599624,GOR230,,20151130,8 201511,8*S. D. GORDON JLRS. L,230000000,273000,000000000,00,00,0
599624,GOR230,1120C-40/GF,20151130,8Y201511,8*S. D. GORDON JLRS. L,230000000,400000,001000000,24,20,0
599624,GOR230,1120C-40/STER,20151130,8Y201511,8*S. D. GORDON JLRS. L,230000000,800000,002000000,48,40,0
599624,GOR230,1120C-45/GF,20151130,8Y201511,8*S. D. GORDON JLRS. L,230000000,450000,001000000,26,70,0
599624,GOR230,1120C-45/STER,20151130,8Y201511,8*S. D. GORDON JLRS. L,230000000,450000,001000000,26,70,0
599625,VAI495,,20151130,8 201511,8*A P VAIL LTD.,495000001,459000,000000000,00,00,0
599625,VAI495,S16M/STER,20151130,8Y201511,8*A P VAIL LTD.,495000009,975000,001000005,52,90,0
599625,VAI495,,20151130,8 201511,8*A P VAIL LTD.,495000001,250000,000000000,00,00,0
599626,CJG130,,20151130,8 201511,8THE CANADIAN JLRY. GR,538000000,362000,000000000,00,00,0
599626,CJG130,REPAIRS,20151130,8Y201511,8THE CANADIAN JLRY. GR,538000001,500000,001000000,00,00,0
599626,CJG130,,20151130,8 201511,8THE CANADIAN JLRY. GR,538000001,285000,000000000,00,00,0
599627,CJG130,,20151130,8 201511,8THE CANADIAN JLRY. GR,446000001,675000,000000000,00,00,0
599627,CJG130,FF22/STER,20151130,8Y201511,8THE CANADIAN JLRY. GR,446000011,600000,001000006,54,00,0
599627,CJG130,,20151130,8 201511,8THE CANADIAN JLRY. GR,446000001,285000,000000000,00,00,0
599628,WOO543,,20151130,8 201511,8GUTHRIE WOODS,543000002,761000,000000000,00,00,0
599628,WOO543,S16M/STER,20151130,8Y201511,8GUTHRIE WOODS,543000019,950000,002000011,05,80,0
599628,WOO543,,20151130,8 201511,8GUTHRIE WOODS,543000001,285000,000000000,00,00,0
599629,JEW495,,20151130,8 201511,8*JEWELLERY PLUS 1994,495000006,273000,000000000,00,02,4
599629,JEW495,CLAS.LG/STER,20151130,8Y201511,8*JEWELLERY PLUS 1994,495000011,600000,001000006,54,02,4
599629,JEW495,CLAS.LG/STER,20151130,8Y201511,8*JEWELLERY PLUS 1994,495000011,600000,001000006,54,02,4
599629,JEW495,CLAS.LG/STER,20151130,8Y201511,8*JEWELLERY PLUS 1994,495000011,600000,001000006,54,02,4
599629,JEW495,CLAS.LG/STER,20151130,8Y201511,8*JEWELLERY PLUS 1994,495000011,600000,001000006,54,02,4
599629,JEW495,,20151130,8 201511,8*JEWELLERY PLUS 1994,495000001,850000,000000000,00,02,4
599630,BRY068,,20151130,8 201511,8*BRYANT'S,068000001,454000,000000000,00,00,0
599630,BRY068,CJ-P/ALLOY,20151130,8Y201511,8*BRYANT'S,068000009,000000,005000003,07,50,0
599630,BRY068,ENGRAVING,20151130,8Y201511,8*BRYANT'S,068000000,900000,005000000,00,00,0
599630,BRY068,,20151130,8 201511,8*BRYANT'S,068000001,285000,000000000,00,00,0
599631,BRO064,,20151130,8 201511,8*DAVID BROCKIE LTD.,064000000,538000,000000000,00,00,0
599631,BRO064,REPAIRS,20151130,8Y201511,8*DAVID BROCKIE LTD.,064000002,850000,001000000,00,00,0
599631,BRO064,,20151130,8 201511,8*DAVID BROCKIE LTD.,064000001,285000,000000000,00,00,0
599632,CHM130,,20151130,8 201511,8CHARM JEWELLERY LTD.,210000005,948000,000000000,00,02,4
599632,CHM130,5462L/10K,20151130,8Y201511,8CHARM JEWELLERY LTD.,210000037,800000,001000022,71,52,4
599632,CHM130,,20151130,8 201511,8CHARM JEWELLERY LTD.,210000001,850000,000000000,00,02,4
599633,CHM130,,20151130,8 201511,8CHARM JEWELLERY LTD.,210000000,450000,000000000,00,00,0
599633,CHM130,REPAIRS,20151130,8Y201511,8CHARM JEWELLERY LTD.,210000003,000000,001000000,00,00,0
599634,CUM420,,20151130,8 201511,8CUMBERLAND ASSOCIATES,420000001,472000,000000000,00,00,0
599634,CUM420,2134-S39HB/STER,20151130,8Y201511,8CUMBERLAND ASSOCIATES,420000009,475000,001000005,21,80,0
599634,CUM420,,20151130,8 201511,8CUMBERLAND ASSOCIATES,420000001,850000,000000000,00,00,0
599635,WEN531,,20151130,8 201511,8*WENDT,531000000,947000,000000000,00,00,0
599635,WEN531,REPAIRS,20151130,8Y201511,8*WENDT,531000006,000000,001000000,00,00,0
599635,WEN531,,20151130,8 201511,8*WENDT,531000001,285000,000000000,00,00,0
599636,WEN531,,20151130,8 201511,8*WENDT,531000001,04p000,000000000,00,00,0
599636,WEN531,REPAIRS,20151130,8Y201511,8*WENDT,531000008,00p000,00q000000,00,00,0
599637,CUR205,,20151130,8 201511,8*CURRY'S 1978 LTD.,205000007,593000,000000000,00,00,0
599637,CUR205,S32HM/10K,20151130,8Y201511,8*CURRY'S 1978 LTD.,205000042,675000,001000025,59,70,0
599637,CUR205,S33HL/10K,20151130,8Y201511,8*CURRY'S 1978 LTD.,205000042,325000,001000019,01,30,0
599637,CUR205,S46M/10K,20151130,8Y201511,8*CURRY'S 1978 LTD.,205000065,000000,001000039,54,00,0
599637,CUR205,,20151130,8 201511,8*CURRY'S 1978 LTD.,205000001,850000,000000000,00,00,0
599638,JEW495,,20151130,8 201511,8*JEWELLERY PLUS 1994,495000001,300000,000000000,00,00,0
599638,JEW495,TECHNICAL,20151130,8Y201511,8*JEWELLERY PLUS 1994,495000010,000000,001000000,00,00,0
599639,CJG130,,20151130,8 201511,8THE CANADIAN JLRY. GR,410000009,074000,000000000,00,04,5
599639,CJG130,3T60M/10K,20151130,8Y201511,8THE CANADIAN JLRY. GR,410000031,200000,001000018,62,84,5
599639,CJG130,3T61L/10K,20151130,8Y201511,8THE CANADIAN JLRY. GR,410000025,075000,001000014,79,04,5
599639,CJG130,1225F-45/10K,20151130,8Y201511,8THE CANADIAN JLRY. GR,410000006,225000,001000004,14,84,5
599639,CJG130,L26TG/10K,20151130,8Y201511,8THE CANADIAN JLRY. GR,410000006,000000,001000003,69,64,5
599639,CJG130,,20151130,8 201511,8THE CANADIAN JLRY. GR,410000001,300000,000000000,00,04,5
599640,JEW338,,20151130,9 201511,9*JEWEL BOX LTD.,338000001,268000,000000000,00,00,0
599640,JEW338,1120C-40/GF,20151130,9Y201511,9*JEWEL BOX LTD.,338000000,400000,001000000,24,20,0
599640,JEW338,21/GF,20151130,9Y201511,9*JEWEL BOX LTD.,338000003,350000,001000001,99,20,0
599640,JEW338,BR5/GFB,20151130,9Y201511,9*JEWEL BOX LTD.,338000004,150000,001000002,55,70,0
599640,JEW338,,20151130,9 201511,9*JEWEL BOX LTD.,338000001,850000,000000000,00,00,0
599641,JEW370,,20151130,9 201511,9*JEWELS ON NINTH,370000000,433000,000000000,00,00,0
599641,JEW370,REPAIRS,20151130,9Y201511,9*JEWELS ON NINTH,370000006,800000,001000000,00,00,0
599641,JEW370,,20151130,9 201511,9*JEWELS ON NINTH,370000001,850000,000000000,00,00,0
599642,KEN240,,20151130,9 201511,9*KEN'S LTD.,240000000,490000,000000000,00,00,0
599642,KEN240,CM16/STER,20151130,9Y201511,9*KEN'S LTD.,240000007,950000,001000004,65,30,0
599642,KEN240,,20151130,9 201511,9*KEN'S LTD.,240000001,850000,000000000,00,00,0
599643,LUN330,,20151130,9 201511,9*LUNDING'S,330000013,143000,000000000,00,03,5
599643,LUN330,1861HEM/10K,20151130,9Y201511,9*LUNDING'S,330000016,800000,001000009,74,03,5
599643,LUN330,1980.OPAL/10K,20151130,9Y201511,9*LUNDING'S,330000012,000000,001000006,78,33,5
599643,LUN330,PG2044/10K,20151130,9Y201511,9*LUNDING'S,330000178,500000,012000099,30,03,5
599643,LUN330,1020F-45/10K,20151130,9Y201511,9*LUNDING'S,330000003,775000,001000002,50,33,5
599643,LUN330,1020F-45/10K,20151130,9Y201511,9*LUNDING'S,330000003,775000,001000002,50,33,5
599643,LUN330,1120C-45/STER,20151130,9Y201511,9*LUNDING'S,330000000,450000,001000000,26,73,5
599643,LUN330,1120C-45/STER,20151130,9Y201511,9*LUNDING'S,330000000,450000,001000000,26,73,5
599643,LUN330,1120C-45/STER,20151130,9Y201511,9*LUNDING'S,330000000,450000,001000000,26,73,5
599643,LUN330,1120C-45/STER,20151130,9Y201511,9*LUNDING'S,330000000,450000,001000000,26,73,5
599643,LUN330,14F---45/STER,20151130,9Y201511,9*LUNDING'S,330000000,800000,001000000,49,33,5
599643,LUN330,14F---45/STER,20151130,9Y201511,9*LUNDING'S,330000000,800000,001000000,49,33,5
599643,LUN330,7E/STER,20151130,9Y201511,9*LUNDING'S,330000005,200000,001000003,10,03,5
599643,LUN330,D6/STER,20151130,9Y201511,9*LUNDING'S,330000001,875000,001000001,14,93,5
599643,LUN330,M2TGA/10K,20151130,9Y201511,9*LUNDING'S,330000008,675000,001000005,34,23,5
599643,LUN330,M3TG/10K,20151130,9Y201511,9*LUNDING'S,330000010,725000,001000006,60,53,5
599643,LUN330,S10B/STER,20151130,9Y201511,9*LUNDING'S,330000003,575000,001000002,13,23,5
599643,LUN330,S13C/STER,20151130,9Y201511,9*LUNDING'S,330000003,575000,001000002,13,23,5
599643,LUN330,S13COL/STER,20151130,9Y201511,9*LUNDING'S,330000003,875000,001000002,30,23,5
599643,LUN330,T70A/STER,20151130,9Y201511,9*LUNDING'S,330000005,200000,001000003,10,03,5
599643,LUN330,,20151130,9 201511,9*LUNDING'S,330000001,900000,000000000,00,03,5
599644,MOS175,,20151130,9 201511,9*BEN MOSS (HEAD OFFIC,175000000,408000,000000000,00,00,0
599644,MOS175,REPAIRS,20151130,9Y201511,9*BEN MOSS (HEAD OFFIC,175000003,000000,001000000,00,00,0
